Route_ID,Route_Name,Action_Taken,New_Route_ID,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,HV_POI_Count,Overlap_Metric,Geo_Source,Map_File
R0436,K C CHOWK ↔ KANGAR DEGREE COLLEGE,RETAINED_AS_FEEDER,FDR-144,5.626,Urban,455.0,74.1,City_Core,11,16.5,4,2.0,0.8029,0.0047,0.75,0.3028,False,MP,30,3,0,3,False,,421,0,0.0621,OSRM,route_maps/FDR-144.html
R0437,KERAN ↔ NARI KHAPPAR,RETAINED_AS_FEEDER,FDR-356,33.535,Peri_Urban,2321.8,404.6,City_Core,67,100.5,12,6.0,0.2324,0.0328,0.75,0.0994,False,LP,60,7,0,7,False,,277,6,0.0401,OSRM,route_maps/FDR-356.html
R0440,KHANDWAL CHATHA PIND ↔ SATWARI,RETAINED_AS_FEEDER,FDR-457,4.518,Urban,513.6,59.0,Peri_Urban,9,13.5,1,0.5,0.201,0.0,0.75,0.0754,True,MP,30,2,0,2,False,,112,0,0.0332,OSRM,route_maps/FDR-457.html
R0442,KUJWANI ↔ PHINDER,RETAINED_AS_FEEDER,FDR-007,14.664,Urban,1445.7,189.5,Peri_Urban,29,43.5,13,6.5,0.2894,0.0054,0.75,0.1106,False,LP,60,4,0,4,False,,387,0,0.0229,OSRM,route_maps/FDR-007.html
R0445,KUNJWANI ↔ KOTLI MIAN FATHEY,RETAINED_AS_FEEDER,FDR-004,8.861,Urban,864.0,110.2,Peri_Urban,17,25.5,6,3.0,0.3831,0.0089,0.75,0.147,False,LP,60,2,0,2,False,,329,0,0.0293,OSRM,route_maps/FDR-004.html
R0447,KUNJWANI ↔ BATRA HOSPITAL,RETAINED_AS_FEEDER,FDR-116,10.368,Urban,618.7,109.9,Peri_Urban,20,30.0,9,4.5,0.804,0.0783,0.75,0.3309,False,MP,30,4,0,4,False,,548,5,0.0533,OSRM,route_maps/FDR-116.html
R0449,KUNJWANI ↔ SIDHRA,RETAINED_AS_FEEDER,FDR-117,10.368,Urban,618.7,109.9,Peri_Urban,20,30.0,9,4.5,0.804,0.0783,0.75,0.3309,False,MP,30,4,0,4,False,,548,5,0.0533,OSRM,route_maps/FDR-117.html
R0450,KUNJWANI ↔ BATRA,RETAINED_AS_FEEDER,FDR-118,10.368,Urban,618.7,109.9,Peri_Urban,20,30.0,9,4.5,0.804,0.0783,0.75,0.3309,False,MP,30,4,0,4,False,,548,5,0.0533,OSRM,route_maps/FDR-118.html
R0452,KUNJWANI ↔ BATRA HOSPITAL,RETAINED_AS_FEEDER,FDR-119,10.368,Urban,618.7,109.9,Peri_Urban,20,30.0,9,4.5,0.804,0.0783,0.75,0.3309,False,MP,30,4,0,4,False,,548,5,0.0533,OSRM,route_maps/FDR-119.html
R0455,KUNJWANI ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-008,19.743,Peri_Urban,1958.1,252.9,Peri_Urban,39,58.5,15,7.5,0.2,0.004,0.75,0.0765,False,LP,60,5,0,5,False,,389,0,0.0227,OSRM,route_maps/FDR-008.html
R0456,KUNJWANI ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-009,19.743,Peri_Urban,1958.1,252.9,Peri_Urban,39,58.5,15,7.5,0.2,0.004,0.75,0.0765,False,LP,60,5,0,5,False,,389,0,0.0227,OSRM,route_maps/FDR-009.html
R0457,KUNJWANI ↔ KOTLI MIAN FATHE,RETAINED_AS_FEEDER,FDR-005,8.861,Urban,864.0,110.2,Peri_Urban,17,25.5,6,3.0,0.3831,0.0089,0.75,0.147,False,LP,60,2,0,2,False,,329,0,0.0293,OSRM,route_maps/FDR-005.html
R0459,KUNJWANI ↔ NARWAL,RETAINED_AS_FEEDER,FDR-120,10.368,Urban,618.7,109.9,Peri_Urban,20,30.0,9,4.5,0.804,0.0783,0.75,0.3309,False,MP,30,4,0,4,False,,548,5,0.0533,OSRM,route_maps/FDR-120.html
R0461,KUNJWANI ↔ KOTLI MIAN FATEH,RETAINED_AS_FEEDER,FDR-006,8.861,Urban,864.0,110.2,Peri_Urban,17,25.5,6,3.0,0.3831,0.0089,0.75,0.147,False,LP,60,2,0,2,False,,329,0,0.0293,OSRM,route_maps/FDR-006.html
R0463,KUNJWANI ↔ SALEHAR,RETAINED_AS_FEEDER,FDR-010,12.341,Urban,1082.9,146.5,Peri_Urban,24,36.0,7,3.5,0.3421,0.0064,0.75,0.1307,False,LP,60,3,0,3,False,,374,0,0.0259,OSRM,route_maps/FDR-010.html
R0466,MAHESHPURA ↔ MAKWAL CAMP,RETAINED_AS_FEEDER,FDR-388,55.822,Regional_District,3682.8,646.3,City_Core,111,166.5,9,4.5,0.1052,0.0225,0.75,0.0479,True,MP,90,8,0,8,False,,197,7,0.0563,OSRM,route_maps/FDR-388.html
R0471,MAHESHPURA ↔ GHOU MANHASAN,RETAINED_AS_FEEDER,FDR-225,13.254,Urban,1132.7,173.3,City_Core,26,39.0,4,2.0,0.601,0.0356,0.75,0.2387,False,LP,60,3,0,3,False,,221,2,0.0629,OSRM,route_maps/FDR-225.html
R0472,MAHESHPURA ↔ HIRA CHAK,RETAINED_AS_FEEDER,FDR-243,20.796,Peri_Urban,1086.1,218.2,City_Core,41,61.5,3,1.5,0.5701,0.0504,0.75,0.2327,True,MP,30,8,0,8,False,,299,4,0.0967,OSRM,route_maps/FDR-243.html
R0473,MAHESHPURA ↔ RATHUA GHOU,RETAINED_AS_FEEDER,FDR-294,25.839,Peri_Urban,1259.3,262.8,City_Core,51,76.5,2,1.0,0.4571,0.0405,0.75,0.1866,True,MP,30,9,0,9,False,,305,4,0.0776,OSRM,route_maps/FDR-294.html
R0475,MAHESHPURA ↔ GAJANSOO MARH,RETAINED_AS_FEEDER,FDR-458,3.867,Urban,269.9,45.1,City_Core,7,10.5,2,1.0,1.0,0.1219,0.75,0.4207,False,MP,30,2,0,2,False,,122,2,0.1123,OSRM,route_maps/FDR-458.html
R0477,MAHESHPURA ↔ MARH,RETAINED_AS_FEEDER,FDR-286,14.604,Urban,1090.4,182.3,City_Core,29,43.5,6,3.0,0.515,0.0197,0.75,0.2005,False,LP,60,4,0,4,False,,206,1,0.0579,OSRM,route_maps/FDR-286.html
R0478,MAHESHPURA ↔ BAGGA JANA,RETAINED_AS_FEEDER,FDR-222,20.941,Peri_Urban,1500.8,249.8,City_Core,41,61.5,4,2.0,0.5551,0.0863,0.75,0.2405,True,MP,30,9,0,9,False,,307,9,0.1024,OSRM,route_maps/FDR-222.html
R0480,MAHESHPURA ↔ JHIRI KALYANPUR,RETAINED_AS_FEEDER,FDR-223,21.173,Peri_Urban,1336.6,244.3,City_Core,42,63.0,7,3.5,0.5913,0.0495,0.75,0.2403,True,MP,30,9,0,9,False,,315,4,0.0985,OSRM,route_maps/FDR-223.html
R0481,MAHESHPURA ↔ MARJALI,RETAINED_AS_FEEDER,FDR-228,21.281,Peri_Urban,1256.3,231.8,City_Core,42,63.0,1,0.5,0.5872,0.0492,0.75,0.2387,True,MP,30,8,0,8,False,,314,4,0.0938,OSRM,route_maps/FDR-228.html
R0482,MAHESHPURA ↔ HIRA CHAK GAIDLA,RETAINED_AS_FEEDER,FDR-244,20.796,Peri_Urban,1086.1,218.2,City_Core,41,61.5,3,1.5,0.5701,0.0504,0.75,0.2327,True,MP,30,8,0,8,False,,299,4,0.0967,OSRM,route_maps/FDR-244.html
R0486,MAHESHPURA ↔ DEYARAN G C ET,RETAINED_AS_FEEDER,FDR-300,32.707,Peri_Urban,2006.6,368.3,City_Core,65,97.5,6,3.0,0.4505,0.0416,0.75,0.1845,True,MP,30,13,0,13,False,,382,6,0.066,OSRM,route_maps/FDR-300.html
R0488,MAHESHPURA ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-153,10.922,Urban,940.1,140.4,City_Core,21,31.5,2,1.0,0.6875,0.1031,0.75,0.2965,True,MP,30,5,0,5,False,,190,6,0.0807,OSRM,route_maps/FDR-153.html
R0489,MAHESHPURA ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-336,23.058,Peri_Urban,2291.9,328.7,City_Core,46,69.0,8,4.0,0.3492,0.0204,0.75,0.1386,False,LP,60,6,0,6,False,,239,2,0.0434,OSRM,route_maps/FDR-336.html
R0491,MAHESHPURA ↔ JHIRI KANA CHAK,RETAINED_AS_FEEDER,FDR-229,21.343,Peri_Urban,1264.2,233.5,City_Core,42,63.0,2,1.0,0.5873,0.0491,0.75,0.2387,True,MP,30,8,0,8,False,,315,4,0.0942,OSRM,route_maps/FDR-229.html
R0493,MAHESHPURA ↔ KARLOOP FLOORA,RETAINED_AS_FEEDER,FDR-281,14.899,Urban,1041.5,173.2,City_Core,29,43.5,1,0.5,0.5136,0.0316,0.75,0.2044,False,LP,60,3,0,3,False,,209,2,0.0551,OSRM,route_maps/FDR-281.html
R0494,MAHESHPURA ↔ DEYARAN G C ET,RETAINED_AS_FEEDER,FDR-270,26.16,Peri_Urban,1343.1,272.3,City_Core,52,78.0,2,1.0,0.5237,0.04,0.75,0.2114,True,MP,30,10,0,10,False,,349,4,0.0794,OSRM,route_maps/FDR-270.html
R0496,MAHESHPURA ↔ CHARGALI,RETAINED_AS_FEEDER,FDR-226,13.254,Urban,1132.7,173.3,City_Core,26,39.0,4,2.0,0.601,0.0356,0.75,0.2387,False,LP,60,3,0,3,False,,221,2,0.0629,OSRM,route_maps/FDR-226.html
R0497,MAHESHPURA ↔ GAJANSOO,RETAINED_AS_FEEDER,FDR-267,14.19,Urban,959.9,163.9,City_Core,28,42.0,1,0.5,0.5371,0.0332,0.75,0.2139,False,LP,60,3,0,3,False,,207,2,0.0574,OSRM,route_maps/FDR-267.html
R0498,MAHESHPURA ↔ SARAN,RETAINED_AS_FEEDER,FDR-063,7.626,Urban,571.9,99.1,City_Core,15,22.5,7,3.5,0.9669,0.0652,0.75,0.387,False,MP,30,4,0,4,False,,191,2,0.0807,OSRM,route_maps/FDR-063.html
R0499,MAHESHPURA ↔ JASMA,RETAINED_AS_FEEDER,FDR-333,42.531,Regional_District,2385.6,457.6,City_Core,85,127.5,2,1.0,0.3467,0.032,0.75,0.142,True,MP,90,6,0,6,False,,397,6,0.0514,OSRM,route_maps/FDR-333.html
R0500,MAHESH PURA ↔ MARH KARLOOP,RETAINED_AS_FEEDER,FDR-282,14.899,Urban,1041.5,173.2,City_Core,29,43.5,1,0.5,0.5136,0.0316,0.75,0.2044,False,LP,60,3,0,3,False,,209,2,0.0551,OSRM,route_maps/FDR-282.html
R0502,MAHESHPURA ↔ RAJPURA SUA NO 1,RETAINED_AS_FEEDER,FDR-459,3.118,Urban,292.2,50.0,City_Core,6,9.0,8,4.0,0.6861,0.2435,0.75,0.3486,True,MP,30,2,0,2,False,,65,5,0.1726,OSRM,route_maps/FDR-459.html
R0503,MAHESHPURA BAKSHI NAGAR PULLI JIC ↔ LALYAL,RETAINED_AS_FEEDER,FDR-382,95.858,Regional_District,6143.2,1097.3,City_Core,191,286.5,15,7.5,0.1369,0.0117,0.75,0.0557,True,MP,90,13,0,13,False,,699,6,0.0411,OSRM,route_maps/FDR-382.html
R0505,MAHESH PURA CHOWK ↔ MEDICAL COLLEGE,RETAINED_AS_FEEDER,FDR-460,3.867,Urban,269.9,45.1,City_Core,7,10.5,2,1.0,1.0,0.1219,0.75,0.4207,False,MP,30,2,0,2,False,,122,2,0.1123,OSRM,route_maps/FDR-460.html
R0507,MAHESHPURA CHOWK ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-401,39.45,Peri_Urban,2768.1,467.0,City_Core,78,117.0,6,3.0,0.0579,0.0392,0.75,0.0364,False,LP,60,8,0,8,False,,111,10,0.0401,OSRM,route_maps/FDR-401.html
R0508,MAHESHPURA CHOWK ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-149,16.916,Peri_Urban,921.6,184.2,City_Core,33,49.5,7,3.5,0.6961,0.1037,0.75,0.2999,True,MP,30,7,0,7,False,,289,9,0.131,OSRM,route_maps/FDR-149.html
R0510,MAHESHPURA JEWEL ↔ GADLA,RETAINED_AS_FEEDER,FDR-269,14.886,Urban,990.4,171.6,City_Core,29,43.5,3,1.5,0.5235,0.0404,0.75,0.2115,False,LP,60,3,0,3,False,,212,3,0.0551,OSRM,route_maps/FDR-269.html
R0514,MAHESPURA ↔ LAHORI CHACK GHOU MANHASAN,RETAINED_AS_FEEDER,FDR-227,13.254,Urban,1132.7,173.3,City_Core,26,39.0,4,2.0,0.601,0.0356,0.75,0.2387,False,LP,60,3,0,3,False,,221,2,0.0629,OSRM,route_maps/FDR-227.html
R0517,M HOSPITAL BELICHARANA CHOWK ↔ NANDWAL,RETAINED_AS_FEEDER,FDR-330,7.182,Urban,569.1,81.9,Peri_Urban,14,21.0,4,2.0,0.3877,0.0,0.75,0.1454,False,LP,60,2,0,2,False,,292,0,0.0897,OSRM,route_maps/FDR-330.html
R0519,MUTHI ↔ MAHAMAYA BAHU FORT,RETAINED_AS_FEEDER,FDR-045,8.234,Urban,421.6,87.0,City_Core,16,24.0,3,1.5,0.9597,0.1208,0.75,0.4052,True,MP,30,3,0,3,False,,194,4,0.1502,OSRM,route_maps/FDR-045.html
R0520,MUTHI ↔ MAHAMAYA BAHUFORT,RETAINED_AS_FEEDER,FDR-046,8.234,Urban,421.6,87.0,City_Core,16,24.0,3,1.5,0.9597,0.1208,0.75,0.4052,True,MP,30,3,0,3,False,,194,4,0.1502,OSRM,route_maps/FDR-046.html
R0521,MUTHI ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-105,13.768,Urban,878.5,159.0,City_Core,27,40.5,5,2.5,0.7479,0.1768,0.75,0.3468,True,MP,30,6,0,6,False,,237,13,0.1444,OSRM,route_maps/FDR-105.html
R0522,MUTHI CAMP ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-100,13.752,Urban,1035.1,173.8,City_Core,27,40.5,8,4.0,0.8042,0.139,0.75,0.3537,True,MP,30,6,0,6,False,,253,10,0.1659,OSRM,route_maps/FDR-100.html
R0523,MUTHI GAON ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-106,13.768,Urban,878.5,159.0,City_Core,27,40.5,5,2.5,0.7479,0.1768,0.75,0.3468,True,MP,30,6,0,6,False,,237,13,0.1444,OSRM,route_maps/FDR-106.html
R0525,MUTHI MIGRANT CAMP PHASE II ↔ BAHUFORT,RETAINED_AS_FEEDER,FDR-185,20.972,Peri_Urban,1323.9,245.6,City_Core,41,61.5,12,6.0,0.6074,0.1223,0.75,0.2736,True,MP,30,9,0,9,False,,289,13,0.1881,OSRM,route_maps/FDR-185.html
R0527,MUTHI MIGRANT CAMP PHASE II ↔ MAHAMAYA,RETAINED_AS_FEEDER,FDR-102,8.877,Urban,688.0,117.6,City_Core,17,25.5,10,5.0,0.8332,0.1032,0.75,0.3512,False,MP,30,4,0,4,False,,196,5,0.1865,OSRM,route_maps/FDR-102.html
R0529,NAGROTA ↔ BAMYAL,RETAINED_AS_FEEDER,FDR-410,19.481,Peri_Urban,2556.2,317.3,City_Core,38,57.0,4,2.0,0.0,0.0013,0.75,0.0005,False,LP,60,6,0,6,False,,454,0,0.0075,OSRM,route_maps/FDR-410.html
R0532,NAGROTA ↔ JAGTI KERLI,RETAINED_AS_FEEDER,FDR-396,5.458,Urban,643.4,86.8,City_Core,10,15.0,6,3.0,0.1042,0.0048,0.75,0.0409,False,LP,60,2,0,2,False,,332,0,0.0202,OSRM,route_maps/FDR-396.html
R0533,NAGROTA ↔ JAGTI MIGRANT CAMP,RETAINED_AS_FEEDER,FDR-397,5.458,Urban,643.4,86.8,City_Core,10,15.0,6,3.0,0.1042,0.0048,0.75,0.0409,False,LP,60,2,0,2,False,,332,0,0.0202,OSRM,route_maps/FDR-397.html
R0534,NAGROTA ↔ KARLI PANJGHARIAN,RETAINED_AS_FEEDER,FDR-354,5.056,Urban,382.1,66.5,City_Core,10,15.0,5,2.5,0.2504,0.0311,0.75,0.1056,False,LP,60,2,0,2,False,,725,1,0.0048,OSRM,route_maps/FDR-354.html
R0538,NAGROTA ↔ JAGTI JARI,RETAINED_AS_FEEDER,FDR-398,5.458,Urban,643.4,86.8,City_Core,10,15.0,6,3.0,0.1042,0.0048,0.75,0.0409,False,LP,60,2,0,2,False,,332,0,0.0202,OSRM,route_maps/FDR-398.html
R0541,NARWAL ↔ HIRA CHACK GADLA,RETAINED_AS_FEEDER,FDR-238,23.9,Peri_Urban,1314.6,258.1,City_Core,47,70.5,6,3.0,0.5581,0.0657,0.75,0.2339,True,MP,30,9,0,9,False,,351,8,0.0811,OSRM,route_maps/FDR-238.html
R0543,NARWAL ↔ HIRACHAK GARDLA,RETAINED_AS_FEEDER,FDR-011,9.277,Urban,891.6,117.2,Peri_Urban,18,27.0,8,4.0,0.3467,0.031,0.75,0.1416,False,LP,60,2,0,2,False,,515,2,0.0152,OSRM,route_maps/FDR-011.html
R0544,NARWAL ↔ HALQA MARH CHAFFER CHAK,RETAINED_AS_FEEDER,FDR-220,18.884,Peri_Urban,1255.2,219.6,City_Core,37,55.5,5,2.5,0.553,0.0887,0.75,0.2406,True,MP,30,8,0,8,False,,287,9,0.0593,OSRM,route_maps/FDR-220.html
R0546,NARWAL ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-202,17.252,Peri_Urban,1397.5,221.3,City_Core,34,51.0,6,3.0,0.6155,0.0895,0.75,0.2644,True,MP,30,8,0,8,False,,299,8,0.0658,OSRM,route_maps/FDR-202.html
R0548,NARWAL ↔ BATEHRA,RETAINED_AS_FEEDER,FDR-218,24.553,Peri_Urban,1281.3,260.1,City_Core,49,73.5,4,2.0,0.5803,0.064,0.75,0.2416,True,MP,30,9,0,9,False,,374,8,0.0795,OSRM,route_maps/FDR-218.html
R0552,NARWAL ↔ LALYAL,RETAINED_AS_FEEDER,FDR-343,16.81,Peri_Urban,1562.0,201.4,Peri_Urban,33,49.5,6,3.0,0.3059,0.0343,0.75,0.1276,True,MP,30,7,0,7,False,,193,4,0.0704,OSRM,route_maps/FDR-343.html
R0554,NARWAL ↔ SHOA JANDIAL,RETAINED_AS_FEEDER,FDR-288,28.439,Peri_Urban,1821.9,325.0,City_Core,56,84.0,6,3.0,0.4497,0.0755,0.75,0.197,True,MP,30,11,0,11,False,,311,12,0.0814,OSRM,route_maps/FDR-288.html
R0557,NARWAL ↔ KALRI,RETAINED_AS_FEEDER,FDR-073,12.593,Urban,781.0,144.2,City_Core,25,37.5,4,2.0,0.8561,0.1601,0.75,0.3811,True,MP,30,5,0,5,False,,246,11,0.1793,OSRM,route_maps/FDR-073.html
R0558,NARWAL ↔ KUNJWANI,RETAINED_AS_FEEDER,FDR-043,7.39,Urban,401.6,71.6,Peri_Urban,14,21.0,3,1.5,0.9827,0.1027,0.75,0.407,False,MP,30,3,0,3,False,,857,5,0.0416,OSRM,route_maps/FDR-043.html
R0560,NARWAL ↔ GATLA,RETAINED_AS_FEEDER,FDR-163,18.972,Peri_Urban,1029.1,204.2,City_Core,37,55.5,6,3.0,0.6856,0.0828,0.75,0.2882,True,MP,30,7,0,7,False,,339,8,0.0984,OSRM,route_maps/FDR-163.html
R0561,NARWAL ↔ MISHRIWALA SHAMACHAK,RETAINED_AS_FEEDER,FDR-164,18.972,Peri_Urban,1029.1,204.2,City_Core,37,55.5,6,3.0,0.6856,0.0828,0.75,0.2882,True,MP,30,7,0,7,False,,339,8,0.0984,OSRM,route_maps/FDR-164.html
R0566,NARWAL ↔ GAJANSOO DEOSA NAPU,RETAINED_AS_FEEDER,FDR-290,23.015,Peri_Urban,1661.2,278.0,City_Core,46,69.0,4,2.0,0.457,0.0671,0.75,0.1965,True,MP,30,10,0,10,False,,296,8,0.049,OSRM,route_maps/FDR-290.html
R0567,NARWAL ↔ JHIRI,RETAINED_AS_FEEDER,FDR-165,18.972,Peri_Urban,1029.1,204.2,City_Core,37,55.5,6,3.0,0.6856,0.0828,0.75,0.2882,True,MP,30,7,0,7,False,,339,8,0.0984,OSRM,route_maps/FDR-165.html
R0568,NARWAL ↔ GASHI LADORE,RETAINED_AS_FEEDER,FDR-180,19.089,Peri_Urban,1184.6,218.9,City_Core,38,57.0,6,3.0,0.6522,0.0823,0.75,0.2754,True,MP,30,8,0,8,False,,325,8,0.0918,OSRM,route_maps/FDR-180.html
R0571,NARWAL ↔ GAJANSOO SAHARAN,RETAINED_AS_FEEDER,FDR-287,26.21,Peri_Urban,2085.4,341.0,City_Core,52,78.0,15,7.5,0.4773,0.0499,0.75,0.1977,True,MP,30,12,0,12,False,,334,6,0.0504,OSRM,route_maps/FDR-287.html
R0572,NARWAL BALA ↔ SERI PANDITA,RETAINED_AS_FEEDER,FDR-210,22.273,Peri_Urban,1518.1,267.5,City_Core,44,66.0,10,5.0,0.5665,0.1175,0.75,0.2565,True,MP,30,9,0,9,False,,310,13,0.1107,OSRM,route_maps/FDR-210.html
R0573,NARWAL MANDI ↔ KOTHEY MURADPUR,RETAINED_AS_FEEDER,FDR-461,4.209,Urban,282.7,44.1,Peri_Urban,8,12.0,2,1.0,0.7708,0.1368,0.75,0.3404,False,MP,30,2,0,2,False,,124,4,0.0771,OSRM,route_maps/FDR-461.html
R0577,NARWAL MANDI ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-405,47.291,Regional_District,3163.8,552.1,City_Core,94,141.0,9,4.5,0.0568,0.0221,0.75,0.0296,True,MP,90,7,0,7,False,,183,7,0.0306,OSRM,route_maps/FDR-405.html
R0579,NARWAL PAIN ↔ HAKKAL PLATTA,RETAINED_AS_FEEDER,FDR-271,7.697,Urban,692.6,95.3,Peri_Urban,15,22.5,7,3.5,0.5433,0.017,0.75,0.2101,False,LP,60,2,0,2,False,,518,1,0.0775,OSRM,route_maps/FDR-271.html
R0580,NARWAL PAIN ↔ HAKKAL PLATTA,RETAINED_AS_FEEDER,FDR-272,7.697,Urban,692.6,95.3,Peri_Urban,15,22.5,7,3.5,0.5433,0.017,0.75,0.2101,False,LP,60,2,0,2,False,,518,1,0.0775,OSRM,route_maps/FDR-272.html
R0581,NARWAL PAIN CDA ROAD ↔ KOTLI JEEVAN NAGAR,RETAINED_AS_FEEDER,FDR-462,3.486,Urban,227.6,34.5,Peri_Urban,6,9.0,2,1.0,0.8827,0.0375,0.75,0.3451,False,MP,30,2,0,2,False,,402,1,0.1001,OSRM,route_maps/FDR-462.html
R0582,NARWAL PAIN CDA ROAD ↔ KOTLI JEEVAN NAGAR,RETAINED_AS_FEEDER,FDR-293,7.318,Urban,614.4,96.5,Peri_Urban,14,21.0,15,7.5,0.4832,0.0179,0.75,0.1879,False,LP,60,2,0,2,False,,488,1,0.0731,OSRM,route_maps/FDR-293.html
R0583,NEW HIGH COURT JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-203,32.634,Peri_Urban,2686.6,429.1,City_Core,65,97.5,16,8.0,0.6038,0.0947,0.75,0.2619,True,MP,30,15,0,15,False,,478,16,0.1438,OSRM,route_maps/FDR-203.html
R0584,NEW HIGH COURT JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-297,26.736,Peri_Urban,1872.3,328.7,City_Core,53,79.5,15,7.5,0.4296,0.0656,0.75,0.1857,True,MP,30,11,0,11,False,,277,10,0.1358,OSRM,route_maps/FDR-297.html
R0585,NEW HIGH COURT JANIPUR ↔ GRID STATION,RETAINED_AS_FEEDER,FDR-212,16.451,Peri_Urban,1116.3,197.4,City_Core,32,48.0,9,4.5,0.5311,0.1432,0.75,0.2529,True,MP,30,7,0,7,False,,221,12,0.2428,OSRM,route_maps/FDR-212.html
R0587,NEW HIGH COURT JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-302,49.712,Regional_District,3791.2,630.0,City_Core,99,148.5,23,11.5,0.4165,0.0648,0.75,0.1805,True,MP,90,7,0,7,False,,493,17,0.1423,OSRM,route_maps/FDR-302.html
R0588,NEW HIGH COURT JANIPUR ↔ BADORI,RETAINED_AS_FEEDER,FDR-122,25.207,Peri_Urban,1640.2,293.0,City_Core,50,75.0,7,3.5,0.7418,0.1277,0.75,0.3261,True,MP,30,10,0,10,False,,446,18,0.151,OSRM,route_maps/FDR-122.html
R0589,NEW HIGH COURT JANIPUR ↔ GRID STATION,RETAINED_AS_FEEDER,FDR-463,3.595,Urban,369.7,56.8,City_Core,7,10.5,6,3.0,0.7901,0.2257,0.75,0.3809,False,MP,30,2,0,2,False,,84,5,0.3024,OSRM,route_maps/FDR-463.html
R0591,NHIGH COURT COMPLEX JANIPUR GRID STATION ↔ CHATHA,RETAINED_AS_FEEDER,FDR-464,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-464.html
R0592,OLD JANIPUR LAKKAR MANDI ↔ KARWAL MALKAY CHAK,RETAINED_AS_FEEDER,FDR-335,21.898,Peri_Urban,2410.2,324.1,City_Core,43,64.5,5,2.5,0.3088,0.0634,0.75,0.1396,True,MP,30,11,0,11,False,,181,7,0.1131,OSRM,route_maps/FDR-335.html
R0593,PAJJTHIRTHI ↔ NARI KHEPAR,RETAINED_AS_FEEDER,FDR-205,20.71,Peri_Urban,1396.5,243.2,City_Core,41,61.5,5,2.5,0.604,0.0923,0.75,0.2611,True,MP,30,9,0,9,False,,352,10,0.0877,OSRM,route_maps/FDR-205.html
R0594,PAJJTHIRTHI ↔ NARI KHEPAR,RETAINED_AS_FEEDER,FDR-301,24.276,Peri_Urban,1803.3,302.7,City_Core,48,72.0,11,5.5,0.4402,0.0431,0.75,0.1812,True,MP,30,11,0,11,False,,292,6,0.0825,OSRM,route_maps/FDR-301.html
R0597,PALOURA ↔ CHOWNI CHACK,RETAINED_AS_FEEDER,FDR-283,7.482,Urban,670.1,106.3,City_Core,14,21.0,10,5.0,0.5202,0.0245,0.75,0.2043,False,LP,60,2,0,2,False,,367,1,0.044,OSRM,route_maps/FDR-283.html
R0598,PALOURA ↔ PRADE,UPGRADED_TO_TRUNK,CMP-09,3.959,Urban,299.0,48.3,City_Core,7,10.5,3,1.5,0.9546,0.086,1.25,0.6504,False,HP,10,5,5,0,True,CMP-09,918,1,0.0091,OSRM,route_maps/CMP-09.html
R0599,PALOURA ↔ SMAILPUR SAJADPUR MARH,RETAINED_AS_FEEDER,FDR-107,22.725,Peri_Urban,1459.1,265.4,City_Core,45,67.5,9,4.5,0.8087,0.1025,0.75,0.3417,True,MP,30,9,0,9,False,,541,12,0.1067,OSRM,route_maps/FDR-107.html
R0600,PALOURA ↔ CHATHA GURJAN BLOCK MARH,RETAINED_AS_FEEDER,FDR-058,10.103,Urban,690.0,125.4,City_Core,20,30.0,8,4.0,0.9003,0.1451,0.75,0.392,True,MP,30,5,0,5,False,,280,7,0.1076,OSRM,route_maps/FDR-058.html
R0603,PALOURA ↔ PRADE,UPGRADED_TO_TRUNK,CMP-09,3.959,Urban,299.0,48.3,City_Core,7,10.5,3,1.5,0.9546,0.086,1.25,0.6504,False,HP,10,5,5,0,True,CMP-09,918,1,0.0091,OSRM,route_maps/CMP-09.html
R0604,PALOURA ↔ CHOUNI CHAK,RETAINED_AS_FEEDER,FDR-108,22.725,Peri_Urban,1459.1,265.4,City_Core,45,67.5,9,4.5,0.8087,0.1025,0.75,0.3417,True,MP,30,9,0,9,False,,541,12,0.1067,OSRM,route_maps/FDR-108.html
