Route_ID,Route_Name,Action_Taken,New_Route_ID,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,HV_POI_Count,Overlap_Metric,Geo_Source,Map_File
R0314,JANIPUR ↔ GARHI LADORE,RETAINED_AS_FEEDER,FDR-435,4.824,Urban,424.5,71.8,City_Core,9,13.5,10,5.0,0.9113,0.2171,0.75,0.4232,True,MP,30,3,0,3,False,,122,6,0.3206,OSRM,route_maps/FDR-435.html
R0316,JANIPUR ↔ LAKKAR MANDI GANDHI NAGAR,RETAINED_AS_FEEDER,FDR-233,27.886,Peri_Urban,1864.5,339.1,City_Core,55,82.5,19,9.5,0.5459,0.0864,0.75,0.2371,True,MP,30,12,0,12,False,,370,11,0.2036,OSRM,route_maps/FDR-233.html
R0317,JANIPUR ↔ KANA CHAK LALYAL,RETAINED_AS_FEEDER,FDR-216,26.907,Peri_Urban,1711.8,310.3,City_Core,53,79.5,9,4.5,0.5805,0.0701,0.75,0.244,True,MP,30,11,0,11,False,,376,9,0.1259,OSRM,route_maps/FDR-216.html
R0319,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-184,22.904,Peri_Urban,1689.8,277.9,City_Core,45,67.5,5,2.5,0.6207,0.1097,0.75,0.2739,True,MP,30,10,0,10,False,,342,13,0.1547,OSRM,route_maps/FDR-184.html
R0321,JANIPUR ↔ KUNJWANI B C ROAD,RETAINED_AS_FEEDER,FDR-068,17.066,Peri_Urban,1096.4,202.5,City_Core,34,51.0,9,4.5,0.8826,0.1411,0.75,0.3839,True,MP,30,7,0,7,False,,348,14,0.1539,OSRM,route_maps/FDR-068.html
R0322,JANIPUR ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-136,16.396,Peri_Urban,1446.3,221.6,City_Core,32,48.0,9,4.5,0.7202,0.1229,0.75,0.3162,True,MP,30,8,0,8,False,,269,12,0.1578,OSRM,route_maps/FDR-136.html
R0323,JANIPUR ↔ GHO MANHASAN,RETAINED_AS_FEEDER,FDR-304,13.428,Urban,1286.8,192.3,City_Core,26,39.0,11,5.5,0.4743,0.0039,0.75,0.1793,False,LP,60,4,0,4,False,,237,0,0.0408,OSRM,route_maps/FDR-304.html
R0324,JANIPUR ↔ SHASTRI NAGAR,RETAINED_AS_FEEDER,FDR-032,10.305,Urban,835.4,140.5,City_Core,20,30.0,12,6.0,0.9439,0.221,0.75,0.4368,True,MP,30,5,0,5,False,,237,10,0.2027,OSRM,route_maps/FDR-032.html
R0325,JANIPUR ↔ PATTI,RETAINED_AS_FEEDER,FDR-292,31.237,Peri_Urban,1526.3,319.8,City_Core,62,93.0,3,1.5,0.4317,0.0846,0.75,0.1936,True,MP,30,11,0,11,False,,341,14,0.1169,OSRM,route_maps/FDR-292.html
R0326,JANIPUR ↔ PURKHOO CAMP,RETAINED_AS_FEEDER,FDR-436,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-436.html
R0327,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-242,40.959,Regional_District,3276.1,529.5,City_Core,81,121.5,20,10.0,0.5584,0.0626,0.75,0.2329,True,MP,90,6,0,6,False,,517,15,0.1343,OSRM,route_maps/FDR-242.html
R0328,JANIPUR ↔ JASSORE,RETAINED_AS_FEEDER,FDR-437,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-437.html
R0331,JANIPUR ↔ SAINIK COLONY,UPGRADED_TO_TRUNK,CMP-04,11.623,Urban,739.4,135.6,City_Core,23,34.5,5,2.5,0.6421,0.1216,1.25,0.4773,True,MP,10,14,12,2,True,CMP-04,175,8,0.2447,OSRM,route_maps/CMP-04.html
R0332,JANIPUR ↔ KARWAL,RETAINED_AS_FEEDER,FDR-316,21.053,Peri_Urban,1609.2,262.1,City_Core,42,63.0,5,2.5,0.376,0.0671,0.75,0.1662,True,MP,30,9,0,9,False,,201,8,0.1419,OSRM,route_maps/FDR-316.html
R0333,JANIPUR ↔ HIRACHAK,RETAINED_AS_FEEDER,FDR-438,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-438.html
R0334,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-187,23.046,Peri_Urban,1333.7,257.3,City_Core,46,69.0,7,3.5,0.6104,0.1147,0.75,0.2719,True,MP,30,9,0,9,False,,342,14,0.1589,OSRM,route_maps/FDR-187.html
R0335,JANIPUR ↔ KOTLI MURALIAN,RETAINED_AS_FEEDER,FDR-278,30.217,Peri_Urban,2036.9,361.7,City_Core,60,90.0,13,6.5,0.4614,0.0875,0.75,0.2058,True,MP,30,13,0,13,False,,349,14,0.1398,OSRM,route_maps/FDR-278.html
R0336,JANIPUR ↔ BHATHINDI,RETAINED_AS_FEEDER,FDR-135,12.556,Urban,911.6,160.4,City_Core,25,37.5,10,5.0,0.7136,0.1314,0.75,0.3169,True,MP,30,6,0,6,False,,213,9,0.2119,OSRM,route_maps/FDR-135.html
R0338,JANIPUR ↔ BARI BRAHMANA IND  COMPLEX,RETAINED_AS_FEEDER,FDR-150,28.917,Peri_Urban,2140.8,359.4,City_Core,57,85.5,13,6.5,0.7101,0.0878,0.75,0.2992,True,MP,30,12,0,12,False,,454,15,0.1646,OSRM,route_maps/FDR-150.html
R0339,JANIPUR ↔ KOTLI MIAN FETHY,RETAINED_AS_FEEDER,FDR-279,31.083,Peri_Urban,2324.1,389.3,City_Core,62,93.0,13,6.5,0.4623,0.0859,0.75,0.2056,True,MP,30,13,0,13,False,,360,15,0.1162,OSRM,route_maps/FDR-279.html
R0340,JANIPUR ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-089,22.367,Peri_Urban,1384.5,254.4,City_Core,44,66.0,7,3.5,0.832,0.1405,0.75,0.3647,True,MP,30,9,0,9,False,,436,17,0.1829,OSRM,route_maps/FDR-089.html
R0341,JANIPUR ↔ MISHRIWALA,RETAINED_AS_FEEDER,FDR-137,19.548,Peri_Urban,1070.7,217.1,City_Core,39,58.5,9,4.5,0.7452,0.0964,0.75,0.3156,True,MP,30,8,0,8,False,,344,9,0.1689,OSRM,route_maps/FDR-137.html
R0342,JANIPUR ↔ FACTORY NO 4,RETAINED_AS_FEEDER,FDR-439,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-439.html
R0343,JANIPUR ↔ DASSORE,RETAINED_AS_FEEDER,FDR-440,4.331,Urban,359.2,58.2,City_Core,8,12.0,5,2.5,0.9753,0.2357,0.75,0.4541,False,MP,30,2,0,2,False,,120,6,0.2709,OSRM,route_maps/FDR-440.html
R0345,JANIPUR ↔ CHATHA,RETAINED_AS_FEEDER,FDR-174,17.956,Peri_Urban,1273.9,219.9,City_Core,35,52.5,10,5.0,0.6539,0.0948,0.75,0.2808,True,MP,30,8,0,8,False,,271,10,0.193,OSRM,route_maps/FDR-174.html
R0346,JANIPUR ↔ BADYAL,RETAINED_AS_FEEDER,FDR-160,11.386,Urban,676.6,125.5,City_Core,22,33.0,3,1.5,0.6514,0.1219,0.75,0.29,True,MP,30,5,0,5,False,,174,7,0.2589,OSRM,route_maps/FDR-160.html
R0347,JANIPUR ↔ CHANNI HIMMAT,UPGRADED_TO_TRUNK,CMP-01,4.586,Urban,360.1,62.7,City_Core,9,13.5,6,3.0,0.8296,0.2455,1.25,0.6719,False,HP,10,7,6,1,True,CMP-01,107,7,0.316,OSRM,route_maps/CMP-01.html
R0348,JANIPUR ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-196,32.747,Peri_Urban,2617.6,424.1,City_Core,65,97.5,16,8.0,0.6186,0.0959,0.75,0.2679,True,MP,30,15,0,15,False,,487,17,0.1484,OSRM,route_maps/FDR-196.html
R0349,JANIPUR ↔ DASSORE,RETAINED_AS_FEEDER,FDR-104,17.356,Peri_Urban,1051.9,195.9,City_Core,34,51.0,6,3.0,0.7715,0.1629,0.75,0.3504,True,MP,30,7,0,7,False,,313,16,0.1972,OSRM,route_maps/FDR-104.html
R0351,JANIPUR ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-090,22.367,Peri_Urban,1384.5,254.4,City_Core,44,66.0,7,3.5,0.832,0.1405,0.75,0.3647,True,MP,30,9,0,9,False,,436,17,0.1829,OSRM,route_maps/FDR-090.html
R0352,JANIPUR ↔ GREATER KAILASH FAWARA CHOWK,RETAINED_AS_FEEDER,FDR-041,18.106,Peri_Urban,1226.6,228.6,City_Core,36,54.0,18,9.0,0.9078,0.1966,0.75,0.4142,True,MP,30,8,0,8,False,,380,16,0.1665,OSRM,route_maps/FDR-041.html
R0354,JANIPUR ↔ MAHAMAYA,RETAINED_AS_FEEDER,FDR-441,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-441.html
R0355,JANIPUR ↔ GAJANSOO,RETAINED_AS_FEEDER,FDR-442,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-442.html
R0357,JANIPUR ↔ JHIRI KANACHAK,RETAINED_AS_FEEDER,FDR-443,3.471,Urban,237.9,41.6,City_Core,6,9.0,4,2.0,0.9613,0.2414,0.75,0.451,False,MP,30,2,0,2,False,,96,5,0.3814,OSRM,route_maps/FDR-443.html
R0358,JANIPUR ↔ BARIBRAHMAN,RETAINED_AS_FEEDER,FDR-074,20.706,Peri_Urban,1482.3,253.9,City_Core,41,61.5,9,4.5,0.8656,0.1505,0.75,0.381,True,MP,30,9,0,9,False,,419,17,0.1958,OSRM,route_maps/FDR-074.html
R0360,JANIPUR ↔ NOORABAD,RETAINED_AS_FEEDER,FDR-057,9.444,Urban,603.4,106.9,City_Core,18,27.0,3,1.5,0.8727,0.1746,0.75,0.3927,True,MP,30,4,0,4,False,,198,9,0.2414,OSRM,route_maps/FDR-057.html
R0361,JANIPUR ↔ GANGYAL,RETAINED_AS_FEEDER,FDR-444,3.451,Urban,211.6,38.6,City_Core,6,9.0,3,1.5,0.9806,0.1593,0.75,0.4275,False,MP,30,2,0,2,False,,100,3,0.3161,OSRM,route_maps/FDR-444.html
R0362,JANIPUR ↔ BADYAL BRAHMNA VIA KULLIAN JASSORE,RETAINED_AS_FEEDER,FDR-445,4.331,Urban,359.2,58.2,City_Core,8,12.0,5,2.5,0.9753,0.2357,0.75,0.4541,False,MP,30,2,0,2,False,,120,6,0.2709,OSRM,route_maps/FDR-445.html
R0363,JANIPUR ↔ GHO SANDWAN,RETAINED_AS_FEEDER,FDR-246,20.425,Peri_Urban,1771.5,271.8,City_Core,40,60.0,9,4.5,0.5513,0.0641,0.75,0.2308,False,LP,60,5,0,5,False,,297,7,0.1096,OSRM,route_maps/FDR-246.html
R0364,JANIPUR ↔ GHO SANDWAN,RETAINED_AS_FEEDER,FDR-247,20.425,Peri_Urban,1771.5,271.8,City_Core,40,60.0,9,4.5,0.5513,0.0641,0.75,0.2308,False,LP,60,5,0,5,False,,297,7,0.1096,OSRM,route_maps/FDR-247.html
R0365,JANIPUR ↔ NADI KHAPPAR,RETAINED_AS_FEEDER,FDR-353,44.684,Regional_District,2802.3,515.7,City_Core,89,133.5,15,7.5,0.2387,0.048,0.75,0.1075,True,MP,90,6,0,6,False,,262,12,0.0943,OSRM,route_maps/FDR-353.html
R0366,JANIPUR ↔ MARJALI,RETAINED_AS_FEEDER,FDR-204,24.96,Peri_Urban,1526.4,281.3,City_Core,49,73.5,7,3.5,0.6223,0.0755,0.75,0.2617,True,MP,30,10,0,10,False,,371,9,0.1345,OSRM,route_maps/FDR-204.html
R0367,JANIPUR ↔ GHO SANDWAN,RETAINED_AS_FEEDER,FDR-248,20.425,Peri_Urban,1771.5,271.8,City_Core,40,60.0,9,4.5,0.5513,0.0641,0.75,0.2308,False,LP,60,5,0,5,False,,297,7,0.1096,OSRM,route_maps/FDR-248.html
R0369,JANIPUR ↔ KHAIRI REHAL,RETAINED_AS_FEEDER,FDR-359,22.592,Peri_Urban,1840.7,291.2,City_Core,45,67.5,7,3.5,0.194,0.0533,0.75,0.0927,False,LP,60,5,0,5,False,,148,7,0.0804,OSRM,route_maps/FDR-359.html
R0371,JANIPUR ↔ BADHORI,RETAINED_AS_FEEDER,FDR-066,20.469,Peri_Urban,1419.5,243.8,City_Core,40,60.0,7,3.5,0.8732,0.1509,0.75,0.384,True,MP,30,9,0,9,False,,418,16,0.2032,OSRM,route_maps/FDR-066.html
R0373,JANIPUR ↔ SIMBAL CAMP,RETAINED_AS_FEEDER,FDR-250,23.419,Peri_Urban,1647.8,285.8,City_Core,46,69.0,12,6.0,0.5342,0.076,0.75,0.2288,True,MP,30,10,0,10,False,,295,10,0.1589,OSRM,route_maps/FDR-250.html
R0374,JANIPUR ↔ RAILWAY STATION,RETAINED_AS_FEEDER,FDR-446,3.909,Urban,244.1,44.3,City_Core,7,10.5,3,1.5,1.0,0.1473,0.75,0.4302,False,MP,30,2,0,2,False,,115,3,0.2889,OSRM,route_maps/FDR-446.html
R0376,JANIPUR AMPHALLA ↔ 4 NO FACTORY,RETAINED_AS_FEEDER,FDR-067,20.469,Peri_Urban,1419.5,243.8,City_Core,40,60.0,7,3.5,0.8732,0.1509,0.75,0.384,True,MP,30,9,0,9,False,,418,16,0.2032,OSRM,route_maps/FDR-067.html
R0377,JANIPUR COLONEY ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-098,23.266,Peri_Urban,1509.4,273.5,City_Core,46,69.0,10,5.0,0.8212,0.1373,0.75,0.3594,True,MP,30,10,0,10,False,,447,17,0.1783,OSRM,route_maps/FDR-098.html
R0379,JANIPUR COLONY ↔ CHATTA,UPGRADED_TO_TRUNK,CMP-04,16.669,Peri_Urban,1248.8,211.5,City_Core,33,49.5,10,5.0,0.5723,0.088,1.25,0.4127,True,MP,10,22,19,3,True,CMP-04,224,8,0.1834,OSRM,route_maps/CMP-04.html
R0380,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-190,33.409,Peri_Urban,2679.7,433.0,City_Core,66,99.0,17,8.5,0.6244,0.0948,0.75,0.2697,True,MP,30,15,0,15,False,,500,16,0.1507,OSRM,route_maps/FDR-190.html
R0382,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-447,4.37,Urban,362.8,60.7,City_Core,8,12.0,7,3.5,0.8925,0.2037,0.75,0.4111,False,MP,30,3,0,3,False,,113,5,0.3186,OSRM,route_maps/FDR-447.html
R0383,JANIPUR COLONY ↔ INDUSTRIAL COMPLEX,RETAINED_AS_FEEDER,FDR-076,21.368,Peri_Urban,1544.4,262.9,City_Core,42,63.0,10,5.0,0.8682,0.147,0.75,0.3807,True,MP,30,9,0,9,False,,433,16,0.1975,OSRM,route_maps/FDR-076.html
R0384,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-053,16.581,Peri_Urban,971.9,186.8,City_Core,33,49.5,6,3.0,0.9091,0.15,0.75,0.3972,True,MP,30,7,0,7,False,,346,14,0.1457,OSRM,route_maps/FDR-053.html
R0385,JANIPUR COLONY ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-448,4.37,Urban,362.8,60.7,City_Core,8,12.0,7,3.5,0.8925,0.2037,0.75,0.4111,False,MP,30,3,0,3,False,,113,5,0.3186,OSRM,route_maps/FDR-448.html
R0386,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-209,35.943,Peri_Urban,2860.1,464.9,City_Core,71,106.5,19,9.5,0.6135,0.0728,0.75,0.2574,True,MP,30,16,0,16,False,,493,15,0.1456,OSRM,route_maps/FDR-209.html
R0387,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-082,21.605,Peri_Urban,1607.2,273.0,City_Core,43,64.5,12,6.0,0.8584,0.1466,0.75,0.3769,True,MP,30,10,0,10,False,,433,17,0.1904,OSRM,route_maps/FDR-082.html
R0390,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-139,27.494,Peri_Urban,2138.8,349.3,City_Core,54,81.0,13,6.5,0.7145,0.1152,0.75,0.3111,True,MP,30,12,0,12,False,,465,16,0.171,OSRM,route_maps/FDR-139.html
R0391,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-152,29.579,Peri_Urban,2202.9,371.6,City_Core,59,88.5,14,7.0,0.7085,0.0867,0.75,0.2982,True,MP,30,13,0,13,False,,463,14,0.1665,OSRM,route_maps/FDR-152.html
R0392,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-077,21.368,Peri_Urban,1544.4,262.9,City_Core,42,63.0,10,5.0,0.8682,0.147,0.75,0.3807,True,MP,30,9,0,9,False,,433,16,0.1975,OSRM,route_maps/FDR-077.html
R0393,JANIPUR COLONY ↔ BARI BRAHMANA,RETAINED_AS_FEEDER,FDR-320,62.84,Regional_District,4397.1,761.4,City_Core,125,187.5,24,12.0,0.38,0.0508,0.75,0.1616,True,MP,90,9,0,9,False,,567,16,0.1407,OSRM,route_maps/FDR-320.html
R0395,JANIPUR COLONY ↔ BARI BRAHMANA NO FOUR,RETAINED_AS_FEEDER,FDR-078,21.368,Peri_Urban,1544.4,262.9,City_Core,42,63.0,10,5.0,0.8682,0.147,0.75,0.3807,True,MP,30,9,0,9,False,,433,16,0.1975,OSRM,route_maps/FDR-078.html
R0396,JANIPUR COLONY ↔ BAHU FORT MAHA MAYA,RETAINED_AS_FEEDER,FDR-069,9.245,Urban,709.9,117.0,City_Core,18,27.0,5,2.5,0.8181,0.2039,0.75,0.3832,True,MP,30,4,0,4,False,,183,10,0.2199,OSRM,route_maps/FDR-069.html
R0397,JANIPUR COLONY ↔ SIMBLE CAMP,RETAINED_AS_FEEDER,FDR-355,22.427,Peri_Urban,1433.9,257.0,City_Core,44,66.0,6,3.0,0.2484,0.0175,0.75,0.0997,False,LP,60,5,0,5,False,,625,2,0.0156,OSRM,route_maps/FDR-355.html
R0398,JANIPUR COLONY ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-194,23.945,Peri_Urban,1458.6,273.1,City_Core,47,70.5,10,5.0,0.6046,0.1126,0.75,0.269,True,MP,30,10,0,10,False,,351,14,0.1554,OSRM,route_maps/FDR-194.html
R0399,JANIPUR COLONY ↔ SMAILPUR,RETAINED_AS_FEEDER,FDR-094,23.028,Peri_Urban,1446.6,266.7,City_Core,46,69.0,8,4.0,0.8302,0.1376,0.75,0.3629,True,MP,30,9,0,9,False,,447,16,0.1848,OSRM,route_maps/FDR-094.html
R0401,JANIPUR COLONY ↔ SAINIK COLONY,UPGRADED_TO_TRUNK,CMP-04,4.37,Urban,362.8,60.7,City_Core,8,12.0,7,3.5,0.8925,0.2037,1.25,0.6851,False,HP,10,7,6,1,True,CMP-04,113,5,0.3186,OSRM,route_maps/CMP-04.html
R0402,JANIPUR COLONY ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-449,4.37,Urban,362.8,60.7,City_Core,8,12.0,7,3.5,0.8925,0.2037,0.75,0.4111,False,MP,30,3,0,3,False,,113,5,0.3186,OSRM,route_maps/FDR-449.html
R0403,JANIPUR COLONY ↔ GREATER KAILASH,RETAINED_AS_FEEDER,FDR-450,4.351,Urban,336.5,57.7,City_Core,8,12.0,6,3.0,0.9347,0.1384,0.75,0.4024,False,MP,30,2,0,2,False,,120,3,0.2661,OSRM,route_maps/FDR-450.html
R0404,JANIPUR COLONY ↔ SAINIK COLONY,UPGRADED_TO_TRUNK,CMP-04,12.285,Urban,801.5,144.6,City_Core,24,36.0,6,3.0,0.6471,0.1172,1.25,0.4777,True,MP,10,15,13,2,True,CMP-04,186,7,0.245,OSRM,route_maps/CMP-04.html
R0406,JANIPUR COLONY ↔ DASOOR,UPGRADED_TO_TRUNK,CMP-04,17.14,Peri_Urban,1054.6,197.2,City_Core,34,51.0,7,3.5,0.7857,0.1512,1.25,0.5856,True,HP,10,20,17,3,True,CMP-04,323,14,0.1968,OSRM,route_maps/CMP-04.html
R0407,JANIPUR  COLONY ↔ 4 NO FACTORY,RETAINED_AS_FEEDER,FDR-451,4.37,Urban,362.8,60.7,City_Core,8,12.0,7,3.5,0.8925,0.2037,0.75,0.4111,False,MP,30,3,0,3,False,,113,5,0.3186,OSRM,route_maps/FDR-451.html
R0409,JANIPUR COLONY ↔ BAHU FORT,RETAINED_AS_FEEDER,FDR-070,9.245,Urban,709.9,117.0,City_Core,18,27.0,5,2.5,0.8181,0.2039,0.75,0.3832,True,MP,30,4,0,4,False,,183,10,0.2199,OSRM,route_maps/FDR-070.html
R0411,JANIPUR COLONY ↔ CHANNI HIMMAT,UPGRADED_TO_TRUNK,CMP-01,13.248,Urban,813.4,154.2,City_Core,26,39.0,8,4.0,0.8304,0.162,1.25,0.6203,True,HP,10,16,14,2,True,CMP-01,259,12,0.1812,OSRM,route_maps/CMP-01.html
R0412,JANIPUR GRID STATION ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-285,23.942,Peri_Urban,1981.1,315.8,City_Core,47,70.5,14,7.0,0.4703,0.07,0.75,0.2026,True,MP,30,11,0,11,False,,264,10,0.1486,OSRM,route_maps/FDR-285.html
R0413,JANIPUR GRID STATION ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-380,42.755,Regional_District,3029.5,511.5,City_Core,85,127.5,8,4.0,0.1181,0.0325,0.75,0.0565,False,LP,90,6,0,6,False,,177,8,0.0595,OSRM,route_maps/FDR-380.html
R0414,JANIPUR GRID STATION ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-256,27.361,Peri_Urban,1922.1,329.1,City_Core,54,81.0,9,4.5,0.5062,0.0919,0.75,0.2243,True,MP,30,11,0,11,False,,341,13,0.1589,OSRM,route_maps/FDR-256.html
R0415,JANIPUR HIGH COURT ↔ GANGYAL,RETAINED_AS_FEEDER,FDR-101,11.179,Urban,1034.6,157.3,City_Core,22,33.0,8,4.0,0.8147,0.1241,0.75,0.352,True,MP,30,6,0,6,False,,234,8,0.1181,OSRM,route_maps/FDR-101.html
R0416,JANIPUR HOUSING COLONY ↔ BARI BRAHAMANA 4 NO FACTORY,RETAINED_AS_FEEDER,FDR-075,20.91,Peri_Urban,1485.3,253.0,City_Core,41,61.5,8,4.0,0.8677,0.1477,0.75,0.3808,True,MP,30,9,0,9,False,,424,16,0.1994,OSRM,route_maps/FDR-075.html
R0418,JANIPUR HOUSING COLONY ↔ TRIKUTA NAGAR,RETAINED_AS_FEEDER,FDR-027,10.731,Urban,762.8,138.4,City_Core,21,31.5,12,6.0,0.8959,0.2928,0.75,0.4458,True,MP,30,5,0,5,False,,232,15,0.239,OSRM,route_maps/FDR-027.html
R0419,JANIPUR HOUSING COLONY ↔ PRADE,RETAINED_AS_FEEDER,FDR-452,3.893,Urban,277.4,47.8,City_Core,7,10.5,4,2.0,0.9492,0.1412,0.75,0.4089,False,MP,30,2,0,2,False,,109,3,0.2835,OSRM,route_maps/FDR-452.html
R0420,JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR,RETAINED_AS_FEEDER,FDR-161,31.019,Peri_Urban,2108.8,372.4,City_Core,62,93.0,12,6.0,0.6864,0.0827,0.75,0.2884,True,MP,30,13,0,13,False,,472,15,0.1548,OSRM,route_maps/FDR-161.html
R0421,JANIPUR HOUSING COLONY ↔ CHANNI RAMA,RETAINED_AS_FEEDER,FDR-453,3.912,Urban,303.7,50.9,City_Core,7,10.5,5,2.5,0.9212,0.2141,0.75,0.4257,False,MP,30,2,0,2,False,,104,5,0.3417,OSRM,route_maps/FDR-453.html
R0422,JANIPUR HOUSING COLONY ↔ CHANNI RAMA,RETAINED_AS_FEEDER,FDR-454,3.912,Urban,303.7,50.9,City_Core,7,10.5,5,2.5,0.9212,0.2141,0.75,0.4257,False,MP,30,2,0,2,False,,104,5,0.3417,OSRM,route_maps/FDR-454.html
R0424,JANIPUR HOUSING COLONY ↔ BARI BRAH  SMAILPUR,RETAINED_AS_FEEDER,FDR-158,30.782,Peri_Urban,2046.0,362.3,City_Core,61,91.5,10,5.0,0.6915,0.0825,0.75,0.2902,True,MP,30,13,0,13,False,,472,14,0.1595,OSRM,route_maps/FDR-158.html
R0425,JANIPUR HOUSING COLONY ↔ RAILWAY STATION,RETAINED_AS_FEEDER,FDR-455,4.35,Urban,309.9,53.5,City_Core,8,12.0,4,2.0,0.9536,0.1324,0.75,0.4072,False,MP,30,2,0,2,False,,122,3,0.2618,OSRM,route_maps/FDR-455.html
R0426,JANIPUR HOUSING COLONY ↔ SUNJWAN,RETAINED_AS_FEEDER,FDR-456,3.912,Urban,303.7,50.9,City_Core,7,10.5,5,2.5,0.9212,0.2141,0.75,0.4257,False,MP,30,2,0,2,False,,104,5,0.3417,OSRM,route_maps/FDR-456.html
R0427,JANIPUR LAKKAR MANDI ↔ CHATHA,RETAINED_AS_FEEDER,FDR-175,18.2,Peri_Urban,1299.4,222.9,City_Core,36,54.0,8,4.0,0.6504,0.0921,0.75,0.2784,True,MP,30,8,0,8,False,,275,9,0.1924,OSRM,route_maps/FDR-175.html
R0428,JANIPUR TO ↔ MAKWAL,RETAINED_AS_FEEDER,FDR-381,42.755,Regional_District,3029.5,511.5,City_Core,85,127.5,8,4.0,0.1181,0.0325,0.75,0.0565,False,LP,90,6,0,6,False,,177,8,0.0595,OSRM,route_maps/FDR-381.html
R0429,J D A COMPLEX NEW PLOT ↔ SUJWAN,RETAINED_AS_FEEDER,FDR-235,41.962,Regional_District,2562.0,472.8,City_Core,83,124.5,10,5.0,0.556,0.0761,0.75,0.237,True,MP,90,6,0,6,False,,549,19,0.0634,OSRM,route_maps/FDR-235.html
R0430,JDA COMPLEX NEW PLOT ↔ CHATHA,RETAINED_AS_FEEDER,FDR-003,16.331,Peri_Urban,1004.3,186.9,City_Core,32,48.0,7,3.5,0.9904,0.1379,0.75,0.4231,True,MP,30,7,0,7,False,,388,9,0.117,OSRM,route_maps/FDR-003.html
R0431,JDA COMPLEX NEW PLOT ↔ BISHNAH,RETAINED_AS_FEEDER,FDR-261,25.94,Peri_Urban,2281.8,311.4,Peri_Urban,51,76.5,16,8.0,0.5315,0.0565,0.75,0.2205,False,LP,60,6,0,6,False,,1104,7,0.0523,OSRM,route_maps/FDR-261.html
R0433,KALU CHAK ↔ AGHORE,RETAINED_AS_FEEDER,FDR-206,16.561,Peri_Urban,1363.6,193.8,Peri_Urban,33,49.5,9,4.5,0.6348,0.0601,0.75,0.2606,True,MP,30,7,0,7,False,,488,4,0.0951,OSRM,route_maps/FDR-206.html
R0435,K C CHOWK ↔ KANGAR DEGREE COLLEGE,RETAINED_AS_FEEDER,FDR-143,5.626,Urban,455.0,74.1,City_Core,11,16.5,4,2.0,0.8029,0.0047,0.75,0.3028,False,MP,30,3,0,3,False,,421,0,0.0621,OSRM,route_maps/FDR-143.html
