New_Route_ID,Route_Name,Action_Taken,Route_Type,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,Social_Flag
FDR-092,BANTALAB ↔ SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,487,True
FDR-093,BAN TALAB ↔ SMAILPUR,RETAINED_AS_FEEDER,Peri_Urban,MP,30,10,0,10,False,,487,True
FDR-264,BANTALAB NARTHANI ↔ BAJWAN TRIKUTA COLLEGE,RETAINED_AS_FEEDER,Urban,LP,60,2,0,2,False,,583,False
FDR-424,BARNAI PUL ↔ KHAIRI KANGAR,RETAINED_AS_FEEDER,Urban,MP,30,2,0,2,False,,328,False
FDR-324,BAWA TALAB ↔ GHO MANHASA,RETAINED_AS_FEEDER,Urban,LP,60,4,0,4,False,,423,False
FDR-346,BAWA TALAB ↔ MARH,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,382,False
FDR-403,BAWA TALAB ↔ HALQA MARH,RETAINED_AS_FEEDER,Peri_Urban,LP,60,3,0,3,False,,495,False
FDR-347,BAWA TALAB ↔ CHADGALI,RETAINED_AS_FEEDER,Urban,LP,60,3,0,3,False,,382,False
FDR-352,B C ROAD ↔ KATTAL BATTAL,RETAINED_AS_FEEDER,Peri_Urban,LP,60,4,0,4,False,,111,False
FDR-002,BIKRAM CHOWK ↔ PURMANDAL,RETAINED_AS_FEEDER,Peri_Urban,MP,30,12,0,12,False,,346,True
TRK-027,BIKRAM CHOWK ↔ CAMP GOLE GOJRAL,UPGRADED_TO_TRUNK,Urban,HP,15,5,5,0,False,,183,True
FDR-349,BIKRAM CHOWK WARE HOUSE BRIDGE ↔ RAIPUR,RETAINED_AS_FEEDER,Urban,MP,30,3,0,3,False,,84,True
