Route_ID,Route_Name,Route_Code,Action_Taken,New_Route_ID,Displaced_Operator_Class,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,LPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,Population_Served_Raw,Corridor_Competitors,HV_POI_Count,Overlap_Metric,Geo_Source,Tourist_Corridor,Seasonal_Operability,District_HQ_Floor,SSCL_CDI_Conflict,SSCL_CDI_Conflict_Strong,SSCL_CDI_Conflict_Weak_SSCL,Daily_Trips,Daily_KM,Daily_Capacity_Pax,Daily_Demand_Pax,Load_Ratio,Load_Flag,Pax_Journey_Time_Min,Journey_Time_Flag,Daily_Revenue_INR,Daily_Op_Cost_INR,Viability_Ratio,Subsidy_Risk_Flag,Emissions_GCO2_Daily,Equity_Score,Map_File
R0164,Lalbazar to LD,SRSR10103460,MERGED_INTO_TRUNK,FDR-063,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.5555,1.25,0.7777,True,HP,20,0,0,0,0,False,,0,90006,260,62,0.1132,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,209.0,0.0,Red_NoCapacity,52.8,True,2087.0,58082.0,0.036,False,848890.0,0.174,route_maps_kashmir/FDR-063.html
R0165,Lalbazar to LD,SRSR10103460,MERGED_INTO_TRUNK,FDR-063,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.5555,1.25,0.7777,True,HP,20,0,0,0,0,False,,0,90006,260,62,0.1132,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,209.0,0.0,Red_NoCapacity,52.8,True,2087.0,58082.0,0.036,False,848890.0,0.174,route_maps_kashmir/FDR-063.html
R0166,Lalbazar to LD,SRSR10103460,MERGED_INTO_TRUNK,FDR-063,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.5555,1.25,0.7777,True,HP,20,0,0,0,0,False,,0,90006,260,62,0.1132,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,209.0,0.0,Red_NoCapacity,52.8,True,2087.0,58082.0,0.036,False,848890.0,0.174,route_maps_kashmir/FDR-063.html
R0167,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0168,Jehangir Chowk to Bemina,SRSR10102510,RETAINED_AS_FEEDER,FDR-168,,6.545,Urban,656.8,52.4,City_Core,13,6.5,13,6.5,0.7911,0.2692,0.75,0.5302,False,MP,35,3,0,3,0,False,,4621,52214,388,20,0.1434,OSRM,False,Year_Round,False,False,False,False,54.9,359.0,1924.0,37.0,0.019,Amber_Under,49.2,True,366.0,23338.0,0.016,True,341088.0,0.045,route_maps_kashmir/FDR-168.html
R0169,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0170,Parimpora to Jawahirnagar,BGSR02102163,MERGED_INTO_TRUNK,FDR-146,Private Minibus,12.642,Urban,1381.8,101.1,City_Core,25,12.5,12,6.0,0.7971,0.3444,1.25,0.5708,True,MP,35,0,0,0,0,False,,0,101463,486,49,0.1933,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.5,0.0,42.0,0.0,Red_NoCapacity,73.6,True,421.0,45078.0,0.009,False,658829.0,0.105,route_maps_kashmir/FDR-146.html
R0171,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0172,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0173,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0174,Parimpora to Jawahirnagar,BGSR02102163,MERGED_INTO_TRUNK,FDR-146,Private Minibus,12.642,Urban,1381.8,101.1,City_Core,25,12.5,12,6.0,0.7971,0.3444,1.25,0.5708,True,MP,35,0,0,0,0,False,,0,101463,486,49,0.1933,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.5,0.0,42.0,0.0,Red_NoCapacity,73.6,True,421.0,45078.0,0.009,False,658829.0,0.105,route_maps_kashmir/FDR-146.html
R0175,Jehangir Chowk to Bemina,SRSR10102510,MERGED_INTO_TRUNK,FDR-168,Private Minibus,6.545,Urban,656.8,52.4,City_Core,13,6.5,13,6.5,0.7911,0.2692,1.25,0.5302,False,MP,35,0,0,0,0,False,,0,52214,388,20,0.1434,OSRM,False,Year_Round,False,False,False,False,54.9,359.0,0.0,37.0,0.0,Red_NoCapacity,49.2,True,366.0,23338.0,0.016,True,341088.0,0.045,route_maps_kashmir/FDR-168.html
R0176,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0177,Safakadal to Jehangir Chowk,SRSR10104425,MERGED_INTO_TRUNK,FDR-550,Private Minibus,3.569,Urban,390.5,28.6,City_Core,7,3.5,8,4.0,1.0,0.844,1.25,0.922,True,HP,20,0,0,0,0,False,,0,34629,313,37,0.0831,OSRM,False,Year_Round,False,False,False,False,96.0,342.6,0.0,91.0,0.0,Red_NoCapacity,29.8,False,908.0,22271.0,0.041,False,325493.0,0.056,route_maps_kashmir/FDR-550.html
R0178,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0179,Parimpora to Jawahirnagar,BGSR02102163,MERGED_INTO_TRUNK,FDR-146,LPV / Tempo,12.642,Urban,1381.8,101.1,City_Core,25,12.5,12,6.0,0.7971,0.3444,1.25,0.5708,True,MP,35,0,0,0,0,False,,0,101463,486,49,0.1933,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.5,0.0,42.0,0.0,Red_NoCapacity,73.6,True,421.0,45078.0,0.009,False,658829.0,0.105,route_maps_kashmir/FDR-146.html
R0180,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0181,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0182,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0183,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0184,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0185,Jehangir Chowk to HMT,SRSR10102521,MERGED_INTO_TRUNK,FDR-270,Private Minibus,10.311,Urban,654.3,82.5,City_Core,20,10.0,10,5.0,0.6477,0.2503,1.25,0.449,False,MP,35,0,0,0,0,False,,0,70280,387,30,0.26,OSRM,False,Year_Round,False,False,False,False,54.9,565.6,0.0,27.0,0.0,Red_NoCapacity,64.2,True,272.0,36766.0,0.007,True,537350.0,0.061,route_maps_kashmir/FDR-270.html
R0186,Qamarwari to Dalgate,SRSR10100615,MERGED_INTO_TRUNK,FDR-112,Private Minibus,8.844,Urban,1139.6,70.8,City_Core,17,8.5,13,6.5,0.8857,0.4015,1.25,0.6436,False,HP,20,0,0,0,0,False,,0,77329,356,42,0.0961,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,849.0,0.0,154.0,0.0,Red_NoCapacity,50.9,True,1542.0,55187.0,0.028,True,806573.0,0.073,route_maps_kashmir/FDR-112.html
R0187,Lalbazar to Lalchowk,SRSR10103462,MERGED_INTO_TRUNK,FDR-076,Private Minibus,8.433,Urban,617.5,67.5,City_Core,16,8.0,11,5.5,1.0,0.5182,1.25,0.7591,True,HP,20,0,0,0,0,False,,0,83040,470,56,0.128,OSRM,False,Year_Round,False,False,False,False,96.0,809.6,0.0,94.0,0.0,Red_NoCapacity,49.2,True,942.0,52622.0,0.018,False,769090.0,0.089,route_maps_kashmir/FDR-076.html
R0188,Soura to Parimpora,SRBG10025821,MERGED_INTO_TRUNK,FDR-180,Private Minibus,12.314,Urban,938.7,98.5,City_Core,24,12.0,18,9.0,0.7354,0.3235,1.25,0.5294,False,MP,35,0,0,0,0,False,,0,92683,323,60,0.1424,OSRM,False,Year_Round,False,False,False,False,54.9,675.5,0.0,79.0,0.0,Red_NoCapacity,72.2,True,786.0,43908.0,0.018,True,641735.0,0.096,route_maps_kashmir/FDR-180.html
R0189,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,19.86,Peri_Urban,1695.9,99.3,City_Core,39,19.5,6,3.0,0.6035,0.2844,1.25,0.444,False,MP,35,0,0,0,0,False,,0,128248,506,71,0.2269,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1089.5,0.0,35.0,0.0,Red_NoCapacity,72.6,True,348.0,70815.0,0.005,True,1034990.0,0.085,route_maps_kashmir/FDR-287.html
R0190,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0191,Chanapora to Soura,SRSR10101358,RETAINED_AS_FEEDER,FDR-073,,14.108,Urban,849.7,105.9,City_Core,28,14.0,6,3.0,0.9707,0.5627,0.75,0.7667,False,HP,20,7,0,7,0,False,,8355,133070,547,101,0.1318,OSRM,False,Year_Round,False,False,False,False,96.0,1354.4,2221.0,126.0,0.057,Amber_Under,68.4,True,1259.0,88034.0,0.014,True,1286650.0,0.082,route_maps_kashmir/FDR-073.html
R0192,Parimpora to Humhama,BGSR02102122,RETAINED_AS_FEEDER,FDR-185,,16.99,Peri_Urban,1011.8,84.9,City_Core,33,16.5,9,4.5,0.7477,0.3013,0.75,0.5245,False,MP,35,4,0,4,0,False,,10618,129559,419,61,0.1663,OSRM,False,Year_Round,False,False,False,False,54.9,932.0,1583.0,58.0,0.037,Amber_Under,65.4,True,580.0,60581.0,0.01,True,885422.0,0.104,route_maps_kashmir/FDR-185.html
R0193,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0194,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,19.86,Peri_Urban,1695.9,99.3,City_Core,39,19.5,6,3.0,0.6035,0.2844,1.25,0.444,False,MP,35,0,0,0,0,False,,0,128248,506,71,0.2269,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1089.5,0.0,35.0,0.0,Red_NoCapacity,72.6,True,348.0,70815.0,0.005,True,1034990.0,0.085,route_maps_kashmir/FDR-287.html
R0195,Safakadal to Jehangir Chowk,SRSR10104425,MERGED_INTO_TRUNK,FDR-550,Private Minibus,3.149,Urban,218.7,25.2,City_Core,6,3.0,2,1.0,1.0,0.9003,1.25,0.9502,True,HP,20,0,0,0,0,False,,0,32077,313,34,0.0879,OSRM,False,Year_Round,False,False,False,False,96.0,302.3,0.0,80.0,0.0,Red_NoCapacity,28.1,False,796.0,19650.0,0.04,False,287189.0,0.052,route_maps_kashmir/FDR-550.html
R0196,Soura to Ganderbal,SRGB10055804,MERGED_INTO_TRUNK,FDR-476,Private Minibus,9.86,Urban,959.3,78.9,City_Core,19,9.5,6,3.0,0.2351,0.1407,1.25,0.1879,False,LP,35,0,0,0,0,False,,0,34248,108,20,0.0215,OSRM,False,Year_Round,False,False,False,False,54.9,540.9,0.0,575.0,0.0,Red_NoCapacity,62.4,True,5751.0,35158.0,0.164,True,513847.0,0.106,route_maps_kashmir/FDR-476.html
R0197,Jehangir Chowk to Budgam,SRBG10022504,MERGED_INTO_TRUNK,FDR-462,Private Minibus,45.581,Regional_District,2755.2,136.7,City_Core,91,45.5,9,4.5,0.2918,0.1206,1.25,0.2062,False,LP,35,0,0,0,0,False,,0,179264,482,78,0.1126,OSRM,False,Year_Round,False,False,False,False,54.9,2500.4,0.0,77.0,0.0,Red_NoCapacity,91.4,True,773.0,162529.0,0.005,True,2375421.0,0.125,route_maps_kashmir/FDR-462.html
R0198,Jehangir Chowk to HMT,SRSR10102521,MERGED_INTO_TRUNK,FDR-270,Private Minibus,10.311,Urban,654.3,82.5,City_Core,20,10.0,10,5.0,0.6477,0.2503,1.25,0.449,False,MP,35,0,0,0,0,False,,0,70280,387,30,0.26,OSRM,False,Year_Round,False,False,False,False,54.9,565.6,0.0,27.0,0.0,Red_NoCapacity,64.2,True,272.0,36766.0,0.007,True,537350.0,0.061,route_maps_kashmir/FDR-270.html
R0199,Jehangir Chowk to Budgam,SRBG10022504,MERGED_INTO_TRUNK,FDR-462,Private Minibus,45.581,Regional_District,2755.2,136.7,City_Core,91,45.5,9,4.5,0.2918,0.1206,1.25,0.2062,False,LP,35,0,0,0,0,False,,0,179264,482,78,0.1126,OSRM,False,Year_Round,False,False,False,False,54.9,2500.4,0.0,77.0,0.0,Red_NoCapacity,91.4,True,773.0,162529.0,0.005,True,2375421.0,0.125,route_maps_kashmir/FDR-462.html
R0200,Soura to Jehangir Chowk,SRSR10105825,MERGED_INTO_TRUNK,FDR-105,Private Minibus,9.676,Urban,786.9,77.4,City_Core,19,9.5,10,5.0,0.9556,0.6685,1.25,0.812,True,HP,20,0,0,0,0,False,,0,90081,420,86,0.108,OSRM,False,Year_Round,False,False,False,False,96.0,928.9,0.0,136.0,0.0,Red_NoCapacity,54.2,True,1355.0,60378.0,0.022,False,882451.0,0.108,route_maps_kashmir/FDR-105.html
R0201,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0202,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0203,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0204,LD to Pampore,SRPW10086005,RETAINED_AS_FEEDER,FDR-339,,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,0.75,0.398,True,MP,35,4,0,4,0,False,,10101,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,1695.0,59.0,0.035,Amber_Under,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0205,Batmaloo to Dalgate,SRSR10100915,RETAINED_AS_FEEDER,FDR-075,,5.366,Urban,909.2,42.9,City_Core,10,5.0,11,5.5,0.7921,0.7304,0.75,0.7612,False,HP,20,4,0,4,0,False,,3314,42851,444,35,0.2478,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,515.1,3133.0,27.0,0.008,Amber_Under,37.0,False,266.0,33484.0,0.008,True,489379.0,0.032,route_maps_kashmir/FDR-075.html
R0206,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,19.86,Peri_Urban,1695.9,99.3,City_Core,39,19.5,6,3.0,0.6035,0.2844,1.25,0.444,False,MP,35,0,0,0,0,False,,0,128248,506,71,0.2269,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1089.5,0.0,35.0,0.0,Red_NoCapacity,72.6,True,348.0,70815.0,0.005,True,1034990.0,0.085,route_maps_kashmir/FDR-287.html
R0207,Lalbazar to Lalchowk,SRSR10103462,MERGED_INTO_TRUNK,FDR-076,LPV / Tempo,8.433,Urban,617.5,67.5,City_Core,16,8.0,11,5.5,1.0,0.5182,1.25,0.7591,True,HP,20,0,0,0,0,False,,0,83040,470,56,0.128,OSRM,False,Year_Round,False,False,False,False,96.0,809.6,0.0,94.0,0.0,Red_NoCapacity,49.2,True,942.0,52622.0,0.018,False,769090.0,0.089,route_maps_kashmir/FDR-076.html
R0208,Safakadal to Jehangir Chowk,SRSR10104425,MERGED_INTO_TRUNK,FDR-550,Private Minibus,3.149,Urban,218.7,25.2,City_Core,6,3.0,2,1.0,1.0,0.9003,1.25,0.9502,True,HP,20,0,0,0,0,False,,0,32077,313,34,0.0879,OSRM,False,Year_Round,False,False,False,False,96.0,302.3,0.0,80.0,0.0,Red_NoCapacity,28.1,False,796.0,19650.0,0.04,False,287189.0,0.052,route_maps_kashmir/FDR-550.html
R0209,Jehangir Chowk to Budgam,SRBG10022504,MERGED_INTO_TRUNK,FDR-462,Private Minibus,45.581,Regional_District,2755.2,136.7,City_Core,91,45.5,9,4.5,0.2918,0.1206,1.25,0.2062,False,LP,35,0,0,0,0,False,,0,179264,482,78,0.1126,OSRM,False,Year_Round,False,False,False,False,54.9,2500.4,0.0,77.0,0.0,Red_NoCapacity,91.4,True,773.0,162529.0,0.005,True,2375421.0,0.125,route_maps_kashmir/FDR-462.html
R0210,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,LPV / Tempo,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0211,Safakadal to Jehangir Chowk,SRSR10104425,MERGED_INTO_TRUNK,FDR-550,Private Minibus,3.149,Urban,218.7,25.2,City_Core,6,3.0,2,1.0,1.0,0.9003,1.25,0.9502,True,HP,20,0,0,0,0,False,,0,32077,313,34,0.0879,OSRM,False,Year_Round,False,False,False,False,96.0,302.3,0.0,80.0,0.0,Red_NoCapacity,28.1,False,796.0,19650.0,0.04,False,287189.0,0.052,route_maps_kashmir/FDR-550.html
R0212,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,LPV / Tempo,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0213,HMT to Jehangir Chowk,SRSR10102125,MERGED_INTO_TRUNK,FDR-362,Private Minibus,10.261,Urban,743.4,82.1,City_Core,20,10.0,10,5.0,0.6129,0.1573,1.25,0.3851,False,MP,35,0,0,0,0,False,,0,67042,400,20,0.1226,OSRM,False,Year_Round,False,False,False,False,54.9,562.9,0.0,53.0,0.0,Red_NoCapacity,64.0,True,533.0,36588.0,0.015,True,534745.0,0.056,route_maps_kashmir/FDR-362.html
R0214,Narbal to Jehangir Chowk,BGSR02101725,MERGED_INTO_TRUNK,FDR-449,Private Minibus,21.634,Peri_Urban,1698.7,108.2,City_Core,43,21.5,22,11.0,0.3447,0.0941,1.25,0.2194,False,LP,35,0,0,0,0,False,,0,94352,376,31,0.1076,OSRM,False,Year_Round,False,False,False,False,54.9,1186.8,0.0,73.0,0.0,Red_NoCapacity,77.1,True,727.0,77141.0,0.009,True,1127440.0,0.084,route_maps_kashmir/FDR-449.html
R0215,"Hazratbal, Lalbazar",SRSR10101834,RETAINED_AS_FEEDER,FDR-155,,8.808,Urban,1028.5,70.5,City_Core,17,8.5,5,2.5,0.8261,0.2851,0.75,0.5556,False,MP,35,4,0,0,4,False,,8414,72765,297,40,0.1435,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,483.2,1089.0,67.0,0.061,Amber_Under,58.2,True,666.0,31407.0,0.021,True,459023.0,0.082,route_maps_kashmir/FDR-155.html
R0216,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0217,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,LPV / Tempo,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0218,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
