Route_ID,Route_Name,Route_Code,Action_Taken,New_Route_ID,Displaced_Operator_Class,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,LPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,Population_Served_Raw,Corridor_Competitors,HV_POI_Count,Overlap_Metric,Geo_Source,Tourist_Corridor,Seasonal_Operability,District_HQ_Floor,SSCL_CDI_Conflict,SSCL_CDI_Conflict_Strong,SSCL_CDI_Conflict_Weak_SSCL,Daily_Trips,Daily_KM,Daily_Capacity_Pax,Daily_Demand_Pax,Load_Ratio,Load_Flag,Pax_Journey_Time_Min,Journey_Time_Flag,Daily_Revenue_INR,Daily_Op_Cost_INR,Viability_Ratio,Subsidy_Risk_Flag,Emissions_GCO2_Daily,Equity_Score,Map_File
R0292,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0293,Narbal to Jehangir Chowk,BGSR02101725,MERGED_INTO_TRUNK,FDR-449,Private Minibus,21.634,Peri_Urban,1698.7,108.2,City_Core,43,21.5,22,11.0,0.3447,0.0941,1.25,0.2194,False,LP,35,0,0,0,0,False,,0,94352,376,31,0.1076,OSRM,False,Year_Round,False,False,False,False,54.9,1186.8,0.0,73.0,0.0,Red_NoCapacity,77.1,True,727.0,77141.0,0.009,True,1127440.0,0.084,route_maps_kashmir/FDR-449.html
R0294,Soura to Jehangir Chowk,SRSR10105825,MERGED_INTO_TRUNK,FDR-105,Private Minibus,11.346,Urban,982.5,90.8,City_Core,22,11.0,18,9.0,0.9248,0.546,1.25,0.7354,False,HP,20,0,0,0,0,False,,0,102802,445,83,0.1178,OSRM,False,Year_Round,False,False,False,False,96.0,1089.2,0.0,134.0,0.0,Red_NoCapacity,60.9,True,1338.0,70799.0,0.019,True,1034755.0,0.078,route_maps_kashmir/FDR-105.html
R0295,Soura to Jehangir Chowk,SRSR10105825,MERGED_INTO_TRUNK,FDR-105,Private Minibus,9.676,Urban,786.9,77.4,City_Core,19,9.5,10,5.0,0.9556,0.6685,1.25,0.812,True,HP,20,0,0,0,0,False,,0,90081,420,86,0.108,OSRM,False,Year_Round,False,False,False,False,96.0,928.9,0.0,136.0,0.0,Red_NoCapacity,54.2,True,1355.0,60378.0,0.022,False,882451.0,0.108,route_maps_kashmir/FDR-105.html
R0296,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0297,Narbal to Jehangir Chowk,BGSR02101725,MERGED_INTO_TRUNK,FDR-449,Private Minibus,21.634,Peri_Urban,1698.7,108.2,City_Core,43,21.5,22,11.0,0.3447,0.0941,1.25,0.2194,False,LP,35,0,0,0,0,False,,0,94352,376,31,0.1076,OSRM,False,Year_Round,False,False,False,False,54.9,1186.8,0.0,73.0,0.0,Red_NoCapacity,77.1,True,727.0,77141.0,0.009,True,1127440.0,0.084,route_maps_kashmir/FDR-449.html
R0298,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0299,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,LPV / Tempo,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0300,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0301,Soura to Parimpora,SRBG10025821,MERGED_INTO_TRUNK,FDR-180,Private Minibus,12.314,Urban,938.7,98.5,City_Core,24,12.0,18,9.0,0.7354,0.3235,1.25,0.5294,False,MP,35,0,0,0,0,False,,0,92683,323,60,0.1424,OSRM,False,Year_Round,False,False,False,False,54.9,675.5,0.0,79.0,0.0,Red_NoCapacity,72.2,True,786.0,43908.0,0.018,True,641735.0,0.096,route_maps_kashmir/FDR-180.html
R0302,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0303,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0304,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0305,Soura to Jehangir Chowk,SRSR10105825,MERGED_INTO_TRUNK,FDR-105,Private Minibus,9.17,Urban,764.2,73.4,City_Core,18,9.0,9,4.5,0.7578,0.5299,1.25,0.6438,True,HP,20,0,0,0,0,False,,0,70680,408,66,0.0538,OSRM,False,Year_Round,False,False,False,False,96.0,880.3,0.0,220.0,0.0,Red_NoCapacity,52.2,True,2197.0,57221.0,0.038,False,836304.0,0.087,route_maps_kashmir/FDR-105.html
R0306,Parimpora to Pathachowk,BGSP02092119,MERGED_INTO_TRUNK,FDR-287,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0307,Parimpora to Budgam,BGBG02022104,MERGED_INTO_TRUNK,FDR-483,Private Minibus,27.978,Peri_Urban,1972.1,139.9,City_Core,55,27.5,12,6.0,0.1396,0.0199,1.25,0.0798,False,LP,35,0,0,0,0,False,,0,75543,290,15,0.0879,OSRM,False,Year_Round,False,False,False,False,54.9,1534.8,0.0,92.0,0.0,Red_NoCapacity,93.0,True,924.0,99762.0,0.009,True,1458053.0,0.087,route_maps_kashmir/FDR-483.html
R0308,Jehangir Chowk to Budgam,SRBG10022504,MERGED_INTO_TRUNK,FDR-462,Private Minibus,45.581,Regional_District,2755.2,136.7,City_Core,91,45.5,9,4.5,0.2918,0.1206,1.25,0.2062,False,LP,35,0,0,0,0,False,,0,179264,482,78,0.1126,OSRM,False,Year_Round,False,False,False,False,54.9,2500.4,0.0,77.0,0.0,Red_NoCapacity,91.4,True,773.0,162529.0,0.005,True,2375421.0,0.125,route_maps_kashmir/FDR-462.html
R0309,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0310,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,LPV / Tempo,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0311,Narbal to Jehangir Chowk,BGSR02101725,MERGED_INTO_TRUNK,FDR-449,Private Minibus,21.634,Peri_Urban,1698.7,108.2,City_Core,43,21.5,22,11.0,0.3447,0.0941,1.25,0.2194,False,LP,35,0,0,0,0,False,,0,94352,376,31,0.1076,OSRM,False,Year_Round,False,False,False,False,54.9,1186.8,0.0,73.0,0.0,Red_NoCapacity,77.1,True,727.0,77141.0,0.009,True,1127440.0,0.084,route_maps_kashmir/FDR-449.html
R0312,Parimpora to Budgam,BGBG02022104,MERGED_INTO_TRUNK,FDR-483,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1204,0.0143,1.25,0.0673,False,LP,35,0,0,0,0,False,,0,57658,260,9,0.089,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,78.0,0.0,Red_NoCapacity,79.6,True,777.0,80810.0,0.01,True,1181066.0,0.074,route_maps_kashmir/FDR-483.html
R0313,Parimpora to Budgam,BGBG02022104,MERGED_INTO_TRUNK,FDR-483,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1204,0.0143,1.25,0.0673,False,LP,35,0,0,0,0,False,,0,57658,260,9,0.089,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,78.0,0.0,Red_NoCapacity,79.6,True,777.0,80810.0,0.01,True,1181066.0,0.074,route_maps_kashmir/FDR-483.html
R0314,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,LPV / Tempo,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0315,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0316,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0317,Lawaypora to Jehangir Chowk,BPSR03100225,MERGED_INTO_TRUNK,FDR-389,LPV / Tempo,14.207,Urban,1005.6,113.7,City_Core,28,14.0,21,10.5,0.5254,0.1454,1.25,0.3354,False,MP,35,0,0,0,0,False,,0,82757,376,29,0.1549,OSRM,False,Year_Round,False,False,False,False,54.9,779.4,0.0,55.0,0.0,Red_NoCapacity,79.8,True,554.0,50658.0,0.011,True,740388.0,0.074,route_maps_kashmir/FDR-389.html
R0318,Jehangir Chowk to Bemina,SRSR10102510,MERGED_INTO_TRUNK,FDR-168,Private Minibus,6.545,Urban,656.8,52.4,City_Core,13,6.5,13,6.5,0.7911,0.2692,1.25,0.5302,False,MP,35,0,0,0,0,False,,0,52214,388,20,0.1434,OSRM,False,Year_Round,False,False,False,False,54.9,359.0,0.0,37.0,0.0,Red_NoCapacity,49.2,True,366.0,23338.0,0.016,True,341088.0,0.045,route_maps_kashmir/FDR-168.html
R0319,Rangpora to Lalchowk,BGSR02102262,RETAINED_AS_FEEDER,FDR-083,,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8563,0.6027,0.75,0.7295,False,HP,20,7,0,0,7,False,,8135,118930,502,96,0.1145,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,1203.0,141.0,0.117,Amber_Under,71.4,True,1412.0,87254.0,0.016,True,1275250.0,0.079,route_maps_kashmir/FDR-083.html
R0320,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,LPV / Tempo,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0321,Rangpora to Lalchowk,BGSR02102262,MERGED_INTO_TRUNK,FDR-083,LPV / Tempo,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8563,0.6027,1.25,0.7295,False,HP,20,0,0,0,0,False,,0,118930,502,96,0.1145,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,0.0,141.0,0.0,Red_NoCapacity,71.4,True,1412.0,87254.0,0.016,True,1275250.0,0.079,route_maps_kashmir/FDR-083.html
R0322,Rangpora to Lalchowk,BGSR02102262,MERGED_INTO_TRUNK,FDR-083,Private Minibus,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8563,0.6027,1.25,0.7295,False,HP,20,0,0,0,0,False,,0,118930,502,96,0.1145,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,0.0,141.0,0.0,Red_NoCapacity,71.4,True,1412.0,87254.0,0.016,True,1275250.0,0.079,route_maps_kashmir/FDR-083.html
R0323,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0324,Jehangir Chowk to Bemina,SRSR10102510,MERGED_INTO_TRUNK,FDR-168,LPV / Tempo,6.545,Urban,656.8,52.4,City_Core,13,6.5,13,6.5,0.7911,0.2692,1.25,0.5302,False,MP,35,0,0,0,0,False,,0,52214,388,20,0.1434,OSRM,False,Year_Round,False,False,False,False,54.9,359.0,0.0,37.0,0.0,Red_NoCapacity,49.2,True,366.0,23338.0,0.016,True,341088.0,0.045,route_maps_kashmir/FDR-168.html
R0325,Parimpora to Panthachowk,BGSR02102140,MERGED_INTO_TRUNK,FDR-287,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0326,Parimpora to Pathachowk,BGSP02092119,MERGED_INTO_TRUNK,FDR-287,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5783,0.3124,1.25,0.4454,False,MP,35,0,0,0,0,False,,0,133241,525,73,0.2278,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,35.0,0.0,Red_NoCapacity,76.2,True,348.0,75975.0,0.005,True,1110399.0,0.085,route_maps_kashmir/FDR-287.html
R0327,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0328,Parimpora to Pampore,BGPW02082105,MERGED_INTO_TRUNK,FDR-315,LPV / Tempo,23.817,Peri_Urban,1805.8,119.1,City_Core,47,23.5,4,2.0,0.574,0.3015,1.25,0.4378,False,MP,35,0,0,0,0,False,,0,148103,525,82,0.2097,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1306.5,0.0,42.0,0.0,Red_NoCapacity,82.6,True,420.0,84925.0,0.005,True,1241206.0,0.095,route_maps_kashmir/FDR-315.html
R0329,Parimpora to Budgam,BGBG02022104,MERGED_INTO_TRUNK,FDR-483,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1204,0.0143,1.25,0.0673,False,LP,35,0,0,0,0,False,,0,57658,260,9,0.089,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,78.0,0.0,Red_NoCapacity,79.6,True,777.0,80810.0,0.01,True,1181066.0,0.074,route_maps_kashmir/FDR-483.html
R0330,Parimpora to Pampore,BGPW02082105,MERGED_INTO_TRUNK,FDR-315,Private Minibus,23.817,Peri_Urban,1805.8,119.1,City_Core,47,23.5,4,2.0,0.574,0.3015,1.25,0.4378,False,MP,35,0,0,0,0,False,,0,148103,525,82,0.2097,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1306.5,0.0,42.0,0.0,Red_NoCapacity,82.6,True,420.0,84925.0,0.005,True,1241206.0,0.095,route_maps_kashmir/FDR-315.html
R0331,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0332,Batamallo to Panthachowk,SRSR10100840,MERGED_INTO_TRUNK,FDR-402,LPV / Tempo,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4631,0.1055,1.25,0.2843,False,LP,35,0,0,0,0,False,,0,92763,242,29,0.0973,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,123.0,0.0,Red_NoCapacity,66.6,True,1229.0,62172.0,0.02,True,908665.0,0.129,route_maps_kashmir/FDR-402.html
R0333,Soura to Jehangir Chowk,SRSR10105825,MERGED_INTO_TRUNK,FDR-105,Private Minibus,9.676,Urban,786.9,77.4,City_Core,19,9.5,10,5.0,0.9556,0.6685,1.25,0.812,True,HP,20,0,0,0,0,False,,0,90081,420,86,0.108,OSRM,False,Year_Round,False,False,False,False,96.0,928.9,0.0,136.0,0.0,Red_NoCapacity,54.2,True,1355.0,60378.0,0.022,False,882451.0,0.108,route_maps_kashmir/FDR-105.html
R0334,Parimpora to Pampore,BGPW02082105,MERGED_INTO_TRUNK,FDR-315,Private Minibus,23.817,Peri_Urban,1805.8,119.1,City_Core,47,23.5,4,2.0,0.574,0.3015,1.25,0.4378,False,MP,35,0,0,0,0,False,,0,148103,525,82,0.2097,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1306.5,0.0,42.0,0.0,Red_NoCapacity,82.6,True,420.0,84925.0,0.005,True,1241206.0,0.095,route_maps_kashmir/FDR-315.html
R0335,Parimpora to Budgam,BGBG02022104,MERGED_INTO_TRUNK,FDR-483,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1204,0.0143,1.25,0.0673,False,LP,35,0,0,0,0,False,,0,57658,260,9,0.089,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,78.0,0.0,Red_NoCapacity,79.6,True,777.0,80810.0,0.01,True,1181066.0,0.074,route_maps_kashmir/FDR-483.html
R0336,Parimpora to Budgam,BGBG02022104,MERGED_INTO_TRUNK,FDR-483,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1204,0.0143,1.25,0.0673,False,LP,35,0,0,0,0,False,,0,57658,260,9,0.089,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,78.0,0.0,Red_NoCapacity,79.6,True,777.0,80810.0,0.01,True,1181066.0,0.074,route_maps_kashmir/FDR-483.html
R0337,Malbagh to LD,SRSR10106360,MERGED_INTO_TRUNK,FDR-096,LPV / Tempo,11.428,Urban,1281.3,91.4,City_Core,22,11.0,17,8.5,0.9144,0.45,1.25,0.6822,True,HP,20,0,0,0,0,False,,0,102579,243,71,0.0855,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,1097.1,0.0,337.0,0.0,Red_NoCapacity,61.2,True,3369.0,71311.0,0.047,False,1042234.0,0.212,route_maps_kashmir/FDR-096.html
R0338,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0339,Hazratbal to LD,SRSR10101860,MERGED_INTO_TRUNK,FDR-142,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6434,0.332,1.25,0.4877,True,MP,35,0,0,0,0,False,,0,55948,208,34,0.0871,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,120.0,0.0,Red_NoCapacity,56.0,True,1204.0,29421.0,0.041,False,429995.0,0.135,route_maps_kashmir/FDR-142.html
R0340,Jehangir Chowk to Bemina,SRSR10102510,MERGED_INTO_TRUNK,FDR-168,Private Minibus,6.545,Urban,656.8,52.4,City_Core,13,6.5,13,6.5,0.7911,0.2692,1.25,0.5302,False,MP,35,0,0,0,0,False,,0,52214,388,20,0.1434,OSRM,False,Year_Round,False,False,False,False,54.9,359.0,0.0,37.0,0.0,Red_NoCapacity,49.2,True,366.0,23338.0,0.016,True,341088.0,0.045,route_maps_kashmir/FDR-168.html
R0341,Parimpora to Budgam,BGBG02022104,MERGED_INTO_TRUNK,FDR-483,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1204,0.0143,1.25,0.0673,False,LP,35,0,0,0,0,False,,0,57658,260,9,0.089,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,78.0,0.0,Red_NoCapacity,79.6,True,777.0,80810.0,0.01,True,1181066.0,0.074,route_maps_kashmir/FDR-483.html
R0342,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0343,Jehangir Chowk to Budgam,SRBG10022504,MERGED_INTO_TRUNK,FDR-462,Private Minibus,45.581,Regional_District,2755.2,136.7,City_Core,91,45.5,9,4.5,0.2918,0.1206,1.25,0.2062,False,LP,35,0,0,0,0,False,,0,179264,482,78,0.1126,OSRM,False,Year_Round,False,False,False,False,54.9,2500.4,0.0,77.0,0.0,Red_NoCapacity,91.4,True,773.0,162529.0,0.005,True,2375421.0,0.125,route_maps_kashmir/FDR-462.html
R0344,Rangpora to Lalchowk,BGSR02102262,MERGED_INTO_TRUNK,FDR-083,LPV / Tempo,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8563,0.6027,1.25,0.7295,False,HP,20,0,0,0,0,False,,0,118930,502,96,0.1145,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,0.0,141.0,0.0,Red_NoCapacity,71.4,True,1412.0,87254.0,0.016,True,1275250.0,0.079,route_maps_kashmir/FDR-083.html
R0345,LD to Pampore,SRPW10086005,MERGED_INTO_TRUNK,FDR-339,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5323,0.2636,1.25,0.398,True,MP,35,0,0,0,0,False,,0,93243,317,50,0.155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,59.0,0.0,Red_NoCapacity,62.6,True,592.0,56531.0,0.01,False,826220.0,0.148,route_maps_kashmir/FDR-339.html
R0346,Rangpora to Lalchowk,BGSR02102262,MERGED_INTO_TRUNK,FDR-083,LPV / Tempo,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8563,0.6027,1.25,0.7295,False,HP,20,0,0,0,0,False,,0,118930,502,96,0.1145,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,0.0,141.0,0.0,Red_NoCapacity,71.4,True,1412.0,87254.0,0.016,True,1275250.0,0.079,route_maps_kashmir/FDR-083.html
