Route_ID,Route_Name,Action_Taken,New_Route_ID,Displaced_Operator_Class,Route_KM,Route_Type,Congestion_Zone,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,CMP_Trunk,CMP_Route_ID,Overlap_Metric,Population_Served,HV_POI_Count,Sharp_Turns,Junction_Penalty_Min,N_Stops_Estimated,Stop_Penalty_Min,OSRM_Duration_S,Cycle_Time_Min,Geo_Source,Reasoning_String
R0320,LD ↔ PAMPORE,MERGED_INTO_TRUNK,FDR-146,Private Minibus,16.983,Peri_Urban,Peri_Urban,0.5271,0.2615,1.25,0.3943,False,MP,35,0,0,0,False,,0.1766,3382,50,4,2.0,33,16.5,1451.5,84.9,OSRM+JhelumBridge,Route R0320 (LD ↔ PAMPORE) merged into Trunk FDR-146. Spatial overlap with trunk corridor. CDI=0.3943. Fleet=0 (counted under Trunk). 
R0321,SOURA ↔ HAZRATBAL,MERGED_INTO_TRUNK,TRK-040,Private Minibus,8.337,Urban,City_Core,0.751,0.3687,1.25,0.5598,False,HP,20,0,0,0,False,,0.0453,4210,41,6,3.0,16,8.0,1248.4,66.7,OSRM+JhelumBridge,Route R0321 (SOURA ↔ HAZRATBAL) merged into Trunk TRK-040. Spatial overlap with trunk corridor. CDI=0.5598. Fleet=0 (counted under Trunk). 
R0322,SOURA ↔ HAZRATBAL,MERGED_INTO_TRUNK,TRK-040,LPV / Tempo,8.337,Urban,City_Core,0.751,0.3687,1.25,0.5598,False,HP,20,0,0,0,False,,0.0453,4210,41,6,3.0,16,8.0,1248.4,66.7,OSRM+JhelumBridge,Route R0322 (SOURA ↔ HAZRATBAL) merged into Trunk TRK-040. Spatial overlap with trunk corridor. CDI=0.5598. Fleet=0 (counted under Trunk). 
R0323,SOURA ↔ HAZRATBAL,MERGED_INTO_TRUNK,TRK-040,LPV / Tempo,8.337,Urban,City_Core,0.751,0.3687,1.25,0.5598,False,HP,20,0,0,0,False,,0.0453,4210,41,6,3.0,16,8.0,1248.4,66.7,OSRM+JhelumBridge,Route R0323 (SOURA ↔ HAZRATBAL) merged into Trunk TRK-040. Spatial overlap with trunk corridor. CDI=0.5598. Fleet=0 (counted under Trunk). 
R0324,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0324 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0325,LD ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-226,Private Minibus,14.476,Urban,City_Core,0.5056,0.1744,1.25,0.34,False,MP,35,0,0,0,False,,0.2105,2313,32,3,1.5,28,14.0,1042.7,115.8,OSRM,Route R0325 (LD ↔ PARIMPORA) merged into Trunk FDR-226. Spatial overlap with trunk corridor. CDI=0.3400. Fleet=0 (counted under Trunk). 
R0326,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,12.161,Urban,City_Core,0.9782,0.6197,1.25,0.799,False,HP,20,0,0,0,False,,0.2177,3224,94,9,4.5,24,12.0,797.0,97.3,OSRM,Route R0326 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.7990. Fleet=0 (counted under Trunk). 
R0327,LD ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-226,Private Minibus,14.476,Urban,City_Core,0.5056,0.1744,1.25,0.34,False,MP,35,0,0,0,False,,0.2105,2313,32,3,1.5,28,14.0,1042.7,115.8,OSRM,Route R0327 (LD ↔ PARIMPORA) merged into Trunk FDR-226. Spatial overlap with trunk corridor. CDI=0.3400. Fleet=0 (counted under Trunk). 
R0328,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,12.161,Urban,City_Core,0.9782,0.6197,1.25,0.799,False,HP,20,0,0,0,False,,0.2177,3224,94,9,4.5,24,12.0,797.0,97.3,OSRM,Route R0328 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.7990. Fleet=0 (counted under Trunk). 
R0329,LD ↔ PARIMPORA,RETAINED_AS_FEEDER,FDR-232,,14.476,Urban,City_Core,0.5056,0.1744,0.75,0.34,False,MP,35,5,0,0,False,,0.2105,2313,32,3,1.5,28,14.0,1042.7,115.8,OSRM,"Route R0329 (LD ↔ PARIMPORA) → Feeder FDR-232. Route_Type=Urban | Zone=City_Core | CDI=0.3400 | Band=MP | Headway=35 min | Fleet=5 (HPV=0 enforced, MPV=0 — 100%% MPV). Distinct catchment: 4.57% of CMP 2024 pop. residents over 14.5 km. "
R0330,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0330 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0331,LD ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-226,Private Minibus,14.476,Urban,City_Core,0.5056,0.1744,1.25,0.34,False,MP,35,0,0,0,False,,0.2105,2313,32,3,1.5,28,14.0,1042.7,115.8,OSRM,Route R0331 (LD ↔ PARIMPORA) merged into Trunk FDR-226. Spatial overlap with trunk corridor. CDI=0.3400. Fleet=0 (counted under Trunk). 
R0332,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,10.458,Urban,City_Core,0.9903,0.5785,1.25,0.7844,False,HP,20,0,0,0,False,,0.2052,2811,82,10,5.0,20,10.0,714.0,83.7,OSRM,Route R0332 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.7844. Fleet=0 (counted under Trunk). 
R0333,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-097,LPV / Tempo,10.458,Urban,City_Core,0.9903,0.5785,1.25,0.7844,False,HP,20,0,0,0,False,,0.2052,2811,82,10,5.0,20,10.0,714.0,83.7,OSRM,Route R0333 (SOURA ↔ LD) merged into Trunk FDR-097. Spatial overlap with trunk corridor. CDI=0.7844. Fleet=0 (counted under Trunk). 
R0334,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-097,LPV / Tempo,12.161,Urban,City_Core,0.9782,0.6197,1.25,0.799,False,HP,20,0,0,0,False,,0.2177,3224,94,9,4.5,24,12.0,797.0,97.3,OSRM,Route R0334 (SOURA ↔ LD) merged into Trunk FDR-097. Spatial overlap with trunk corridor. CDI=0.7990. Fleet=0 (counted under Trunk). 
R0335,PARIMPORA ↔ JAWAHIRNAGAR,RETAINED_AS_FEEDER,FDR-279,,16.209,Peri_Urban,City_Core,0.4278,0.099,0.75,0.2634,False,MP,35,4,0,4,False,,0.1581,2253,18,6,3.0,32,16.0,1672.8,81.0,OSRM+JhelumBridge,"Route R0335 (PARIMPORA ↔ JAWAHIRNAGAR) → Feeder FDR-279. Route_Type=Peri_Urban | Zone=City_Core | CDI=0.2634 | Band=MP | Headway=35 min | Fleet=4 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 4.53% of CMP 2024 pop. residents over 16.2 km. "
R0336,SRINAGAR to RATNIPORA,RETAINED_AS_FEEDER,FDR-047,,25.567,Regional_District,City_Core,0.1616,0.1004,0.75,0.131,False,LP,35,4,2,2,False,,0.0703,2285,40,3,1.5,51,25.5,1459.9,76.7,OSRM,"Route R0336 (SRINAGAR to RATNIPORA) → Feeder FDR-047. Route_Type=Regional_District | Zone=City_Core | CDI=0.1310 | Band=LP | Headway=35 min | Fleet=4 (HPV=0 enforced, MPV=2 — 100%% MPV). Distinct catchment: 3.94% of CMP 2024 pop. residents over 25.6 km. "
R0337,SRINAGAR to TANGMARG,UPGRADED_TO_TRUNK,SSCL-12,,40.568,Regional_District,City_Core,0.4384,0.1144,1.25,0.2764,False,HP,15,11,0,11,True,SSCL-12,0.0477,6754,62,2,1.0,81,40.5,2657.9,121.7,OSRM+JhelumBridge,Route R0337 (SRINAGAR to TANGMARG) → Trunk SSCL-12 [CMP-SSCL-12]. Route_Type=Regional_District | Zone=City_Core | CDI=0.2764 | Band=HP | Headway=15 min | Fleet=11 (HPV=0 MPV=11). Serves ~11.53% of CMP 2024 pop. residents over 40.6 km. 
R0340,SRINAGAR to HAJIN,RETAINED_AS_FEEDER,FDR-311,,35.566,Regional_District,City_Core,0.2786,0.0934,0.75,0.186,False,LP,35,5,2,3,False,,0.0607,4359,38,5,2.5,71,35.5,2440.4,106.7,OSRM+JhelumBridge,"Route R0340 (SRINAGAR to HAJIN) → Feeder FDR-311. Route_Type=Regional_District | Zone=City_Core | CDI=0.1860 | Band=LP | Headway=35 min | Fleet=5 (HPV=0 enforced, MPV=3 — 100%% MPV). Distinct catchment: 7.44% of CMP 2024 pop. residents over 35.6 km. "
R0341,SRINAGAR to TRAL NOWDAL,RETAINED_AS_FEEDER,FDR-321,,39.5,Regional_District,City_Core,0.1033,0.0938,0.75,0.0986,False,LP,35,5,2,3,False,,0.0491,2903,62,2,1.0,79,39.5,2014.2,118.5,OSRM,"Route R0341 (SRINAGAR to TRAL NOWDAL) → Feeder FDR-321. Route_Type=Regional_District | Zone=City_Core | CDI=0.0986 | Band=LP | Headway=35 min | Fleet=5 (HPV=0 enforced, MPV=3 — 100%% MPV). Distinct catchment: 5.01% of CMP 2024 pop. residents over 39.5 km. "
R0342,SRINAGAR to QAZIGUND,RETAINED_AS_FEEDER,FDR-048,,71.019,Regional_District,City_Core,0.0406,0.0409,0.75,0.0407,False,LP,35,9,3,6,False,,0.0286,4008,46,5,2.5,142,71.0,3609.9,213.1,OSRM,"Route R0342 (SRINAGAR to QAZIGUND) → Feeder FDR-048. Route_Type=Regional_District | Zone=City_Core | CDI=0.0407 | Band=LP | Headway=35 min | Fleet=9 (HPV=0 enforced, MPV=6 — 100%% MPV). Distinct catchment: 6.92% of CMP 2024 pop. residents over 71.0 km. "
R0344,BANDIPORA to SRINAGAR,RETAINED_AS_FEEDER,FDR-317,,58.597,Regional_District,City_Core,0.1676,0.058,0.75,0.1128,False,LP,35,7,3,4,False,,0.0412,5392,41,1,0.5,117,58.5,3493.6,175.8,OSRM+JhelumBridge,"Route R0344 (BANDIPORA to SRINAGAR) → Feeder FDR-317. Route_Type=Regional_District | Zone=City_Core | CDI=0.1128 | Band=LP | Headway=35 min | Fleet=7 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 9.21% of CMP 2024 pop. residents over 58.6 km. "
R0345,BANDIPORA to SRINAGAR,MERGED_INTO_TRUNK,FDR-317,Private Minibus,58.597,Regional_District,City_Core,0.1676,0.058,1.25,0.1128,False,LP,35,0,0,0,False,,0.0412,5392,41,1,0.5,117,58.5,3493.6,175.8,OSRM+JhelumBridge,Route R0345 (BANDIPORA to SRINAGAR) merged into Trunk FDR-317. Spatial overlap with trunk corridor. CDI=0.1128. Fleet=0 (counted under Trunk). 
R0346,BANDIPORA to SRINAGAR,MERGED_INTO_TRUNK,FDR-317,Private Minibus,58.597,Regional_District,City_Core,0.1676,0.058,1.25,0.1128,False,LP,35,0,0,0,False,,0.0412,5392,41,1,0.5,117,58.5,3493.6,175.8,OSRM+JhelumBridge,Route R0346 (BANDIPORA to SRINAGAR) merged into Trunk FDR-317. Spatial overlap with trunk corridor. CDI=0.1128. Fleet=0 (counted under Trunk). 
R0347,SRINAGAR to BANDIPORA,RETAINED_AS_FEEDER,FDR-320,,58.8,Regional_District,City_Core,0.1638,0.0591,0.75,0.1114,False,LP,35,7,3,4,False,,0.042,5348,42,4,2.0,117,58.5,3515.5,176.4,OSRM+JhelumBridge,"Route R0347 (SRINAGAR to BANDIPORA) → Feeder FDR-320. Route_Type=Regional_District | Zone=City_Core | CDI=0.1114 | Band=LP | Headway=35 min | Fleet=7 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 9.13% of CMP 2024 pop. residents over 58.8 km. "
R0349,SRINAGAR to SOPORE,RETAINED_AS_FEEDER,FDR-312,,50.214,Regional_District,City_Core,0.2767,0.0825,0.75,0.1796,False,LP,35,6,2,4,False,,0.0409,6128,57,6,3.0,100,50.0,2814.5,150.6,OSRM+JhelumBridge,"Route R0349 (SRINAGAR to SOPORE) → Feeder FDR-312. Route_Type=Regional_District | Zone=City_Core | CDI=0.1796 | Band=LP | Headway=35 min | Fleet=6 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 10.46% of CMP 2024 pop. residents over 50.2 km. "
R0350,SRINAGAR to SOPORE,MERGED_INTO_TRUNK,FDR-312,Private Minibus,50.214,Regional_District,City_Core,0.2767,0.0825,1.25,0.1796,False,LP,35,0,0,0,False,,0.0409,6128,57,6,3.0,100,50.0,2814.5,150.6,OSRM+JhelumBridge,Route R0350 (SRINAGAR to SOPORE) merged into Trunk FDR-312. Spatial overlap with trunk corridor. CDI=0.1796. Fleet=0 (counted under Trunk). 
R0357,SHOPIAN to SRINAGAR,RETAINED_AS_FEEDER,FDR-314,,48.367,Regional_District,City_Core,0.2427,0.093,0.75,0.1678,True,MP,35,6,2,4,False,,0.0249,5309,58,3,1.5,96,48.0,2371.8,145.1,OSRM,"Route R0357 (SHOPIAN to SRINAGAR) → Feeder FDR-314. Route_Type=Regional_District | Zone=City_Core | CDI=0.1678 | Band=MP | Headway=35 min | Fleet=6 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 9.30% of CMP 2024 pop. residents over 48.4 km. 🚩 Social Obligation"
R0358,SRINAGAR to KULGAM,RETAINED_AS_FEEDER,FDR-049,,65.954,Regional_District,City_Core,0.0445,0.0471,0.75,0.0458,False,LP,35,7,3,4,False,,0.0309,3793,50,3,1.5,131,65.5,3031.8,197.9,OSRM,"Route R0358 (SRINAGAR to KULGAM) → Feeder FDR-049. Route_Type=Regional_District | Zone=City_Core | CDI=0.0458 | Band=LP | Headway=35 min | Fleet=7 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 6.55% of CMP 2024 pop. residents over 66.0 km. "
R0359,SRINAGAR to YARIPORA,RETAINED_AS_FEEDER,FDR-050,,63.865,Regional_District,City_Core,0.0354,0.0461,0.75,0.0408,False,LP,35,7,3,4,False,,0.0319,3515,47,3,1.5,127,63.5,3067.9,191.6,OSRM,"Route R0359 (SRINAGAR to YARIPORA) → Feeder FDR-050. Route_Type=Regional_District | Zone=City_Core | CDI=0.0408 | Band=LP | Headway=35 min | Fleet=7 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 6.07% of CMP 2024 pop. residents over 63.9 km. "
R0360,PULWAMA to SRINAGAR,RETAINED_AS_FEEDER,FDR-285,,28.043,Peri_Urban,City_Core,0.3688,0.1441,0.75,0.2564,False,MP,35,6,2,4,False,,0.0428,4026,52,2,1.0,56,28.0,1514.9,140.2,OSRM,"Route R0360 (PULWAMA to SRINAGAR) → Feeder FDR-285. Route_Type=Peri_Urban | Zone=City_Core | CDI=0.2564 | Band=MP | Headway=35 min | Fleet=6 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 7.05% of CMP 2024 pop. residents over 28.0 km. "
R0361,SRINAGAR to PULWAMA,RETAINED_AS_FEEDER,FDR-280,,28.168,Peri_Urban,City_Core,0.3705,0.1469,0.75,0.2587,False,MP,35,6,2,4,False,,0.0452,4057,53,3,1.5,56,28.0,1525.9,140.8,OSRM,"Route R0361 (SRINAGAR to PULWAMA) → Feeder FDR-280. Route_Type=Peri_Urban | Zone=City_Core | CDI=0.2587 | Band=MP | Headway=35 min | Fleet=6 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 7.11% of CMP 2024 pop. residents over 28.2 km. "
R0363,SRINAGAR to KHREW,RETAINED_AS_FEEDER,FDR-290,,19.597,Urban,City_Core,0.3286,0.1237,0.75,0.2262,False,LP,35,6,0,6,False,,0.1116,2651,38,2,1.0,39,19.5,1389.0,156.8,OSRM,"Route R0363 (SRINAGAR to KHREW) → Feeder FDR-290. Route_Type=Urban | Zone=City_Core | CDI=0.2262 | Band=LP | Headway=35 min | Fleet=6 (HPV=0 enforced, MPV=6 — 100%% MPV). Distinct catchment: 4.56% of CMP 2024 pop. residents over 19.6 km. "
R0364,SRINAGAR to KHREW,MERGED_INTO_TRUNK,FDR-290,JKRTC / City Bus,19.597,Urban,City_Core,0.3286,0.1237,1.25,0.2262,False,MP,35,0,0,0,False,,0.1116,2651,38,2,1.0,39,19.5,1389.0,156.8,OSRM,Route R0364 (SRINAGAR to KHREW) merged into Trunk FDR-290. Spatial overlap with trunk corridor. CDI=0.2262. Fleet=0 (counted under Trunk). 
R0365,SRINAGAR to RAILWAY,RETAINED_AS_FEEDER,FDR-092,,7.778,Urban,City_Core,1.0,0.4277,0.75,0.7138,False,HP,20,4,0,4,False,,0.1386,2511,41,3,1.5,15,7.5,440.7,55.3,OSRM,"Route R0365 (SRINAGAR to RAILWAY) → Feeder FDR-092. Route_Type=Urban | Zone=City_Core | CDI=0.7138 | Band=HP | Headway=20 min | Fleet=4 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 4.40% of CMP 2024 pop. residents over 7.8 km. "
R0366,SRINAGAR to BYPASS,RETAINED_AS_FEEDER,FDR-108,,8.341,Urban,City_Core,0.88,0.3953,0.75,0.6377,False,HP,20,5,0,5,False,,0.18,2307,37,3,1.5,16,8.0,941.8,66.7,OSRM+JhelumBridge,"Route R0366 (SRINAGAR to BYPASS) → Feeder FDR-108. Route_Type=Urban | Zone=City_Core | CDI=0.6377 | Band=HP | Headway=20 min | Fleet=5 (HPV=0 enforced, MPV=5 — 100%% MPV). Distinct catchment: 4.10% of CMP 2024 pop. residents over 8.3 km. "
R0367,SRINAGAR to BYPASS,MERGED_INTO_TRUNK,FDR-108,JKRTC / City Bus,8.341,Urban,City_Core,0.88,0.3953,1.25,0.6377,False,HP,20,0,0,0,False,,0.18,2307,37,3,1.5,16,8.0,941.8,66.7,OSRM+JhelumBridge,Route R0367 (SRINAGAR to BYPASS) merged into Trunk FDR-108. Spatial overlap with trunk corridor. CDI=0.6377. Fleet=0 (counted under Trunk). 
R0368,SRINAGAR to BYPASS,MERGED_INTO_TRUNK,FDR-108,JKRTC / City Bus,8.341,Urban,City_Core,0.88,0.3953,1.25,0.6377,False,HP,20,0,0,0,False,,0.18,2307,37,3,1.5,16,8.0,941.8,66.7,OSRM+JhelumBridge,Route R0368 (SRINAGAR to BYPASS) merged into Trunk FDR-108. Spatial overlap with trunk corridor. CDI=0.6377. Fleet=0 (counted under Trunk). 
R0369,SRINAGAR to BUCHPORA,RETAINED_AS_FEEDER,FDR-080,,9.37,Urban,City_Core,1.0,0.5308,0.75,0.7654,False,HP,20,5,0,5,False,,0.169,3146,77,3,1.5,18,9.0,969.8,75.0,OSRM+JhelumBridge,"Route R0369 (SRINAGAR to BUCHPORA) → Feeder FDR-080. Route_Type=Urban | Zone=City_Core | CDI=0.7654 | Band=HP | Headway=20 min | Fleet=5 (HPV=0 enforced, MPV=5 — 100%% MPV). Distinct catchment: 5.41% of CMP 2024 pop. residents over 9.4 km. "
R0370,SRINAGAR to PAMPORE,RETAINED_AS_FEEDER,FDR-176,,12.883,Urban,City_Core,0.5311,0.2255,0.75,0.3783,False,MP,35,4,0,4,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,"Route R0370 (SRINAGAR to PAMPORE) → Feeder FDR-176. Route_Type=Urban | Zone=City_Core | CDI=0.3783 | Band=MP | Headway=35 min | Fleet=4 (HPV=0 enforced, MPV=4 — 100%% MPV). Distinct catchment: 4.22% of CMP 2024 pop. residents over 12.9 km. "
R0371,SRINAGAR to BUDGAM,RETAINED_AS_FEEDER,FDR-293,,23.639,Urban,City_Core,0.3157,0.1277,0.75,0.2217,False,LP,35,7,0,7,False,,0.0933,2764,34,5,2.5,47,23.5,2175.0,189.1,OSRM+JhelumBridge,"Route R0371 (SRINAGAR to BUDGAM) → Feeder FDR-293. Route_Type=Urban | Zone=City_Core | CDI=0.2217 | Band=LP | Headway=35 min | Fleet=7 (HPV=0 enforced, MPV=7 — 100%% MPV). Distinct catchment: 5.36% of CMP 2024 pop. residents over 23.6 km. "
R0372,SRINAGAR to PAMPORE,MERGED_INTO_TRUNK,FDR-176,JKRTC / City Bus,12.883,Urban,City_Core,0.5311,0.2255,1.25,0.3783,False,MP,35,0,0,0,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,Route R0372 (SRINAGAR to PAMPORE) merged into Trunk FDR-176. Spatial overlap with trunk corridor. CDI=0.3783. Fleet=0 (counted under Trunk). 
R0373,SRINAGAR to GUND,RETAINED_AS_FEEDER,FDR-315,,57.421,Peri_Urban,City_Core,0.2218,0.1089,0.75,0.1654,True,MP,35,11,0,11,False,,0.0314,6049,97,7,3.5,114,57.0,3915.6,287.1,OSRM,"Route R0373 (SRINAGAR to GUND) → Feeder FDR-315. Route_Type=Peri_Urban | Zone=City_Core | CDI=0.1654 | Band=MP | Headway=35 min | Fleet=11 (HPV=0 enforced, MPV=11 — 100%% MPV). Distinct catchment: 10.48% of CMP 2024 pop. residents over 57.4 km. 🚩 Social Obligation"
R0374,SRINAGAR to CHADOORA,UPGRADED_TO_TRUNK,TRK-042,,16.895,Urban,City_Core,0.66,0.2287,1.25,0.4444,False,MP,35,5,3,2,False,,0.0698,3638,50,2,1.0,33,16.5,1452.7,135.2,OSRM+JhelumBridge,Route R0374 (SRINAGAR to CHADOORA) → Trunk TRK-042. Route_Type=Urban | Zone=City_Core | CDI=0.4444 | Band=MP | Headway=35 min | Fleet=5 (HPV=3 MPV=2). Serves ~6.56% of CMP 2024 pop. residents over 16.9 km. 
R0375,SRINAGAR to RAILWAY,MERGED_INTO_TRUNK,FDR-092,JKRTC / City Bus,7.778,Urban,City_Core,1.0,0.4277,1.25,0.7138,False,HP,20,0,0,0,False,,0.1386,2511,41,3,1.5,15,7.5,440.7,55.3,OSRM,Route R0375 (SRINAGAR to RAILWAY) merged into Trunk FDR-092. Spatial overlap with trunk corridor. CDI=0.7138. Fleet=0 (counted under Trunk). 
R0376,SRINAGAR to PAMPORE,MERGED_INTO_TRUNK,FDR-176,JKRTC / City Bus,12.883,Urban,City_Core,0.5311,0.2255,1.25,0.3783,False,MP,35,0,0,0,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,Route R0376 (SRINAGAR to PAMPORE) merged into Trunk FDR-176. Spatial overlap with trunk corridor. CDI=0.3783. Fleet=0 (counted under Trunk). 
R0377,SRINAGAR to CHADOORA,MERGED_INTO_TRUNK,TRK-042,JKRTC / City Bus,16.895,Urban,City_Core,0.66,0.2287,1.25,0.4444,False,MP,35,0,0,0,False,,0.0698,3638,50,2,1.0,33,16.5,1452.7,135.2,OSRM+JhelumBridge,Route R0377 (SRINAGAR to CHADOORA) merged into Trunk TRK-042. Spatial overlap with trunk corridor. CDI=0.4444. Fleet=0 (counted under Trunk). 
R0378,SRINAGAR to PAMPORE,MERGED_INTO_TRUNK,FDR-176,JKRTC / City Bus,12.883,Urban,City_Core,0.5311,0.2255,1.25,0.3783,False,MP,35,0,0,0,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,Route R0378 (SRINAGAR to PAMPORE) merged into Trunk FDR-176. Spatial overlap with trunk corridor. CDI=0.3783. Fleet=0 (counted under Trunk). 
R0379,SRINAGAR to BYPASS,MERGED_INTO_TRUNK,FDR-108,JKRTC / City Bus,8.341,Urban,City_Core,0.88,0.3953,1.25,0.6377,False,HP,20,0,0,0,False,,0.18,2307,37,3,1.5,16,8.0,941.8,66.7,OSRM+JhelumBridge,Route R0379 (SRINAGAR to BYPASS) merged into Trunk FDR-108. Spatial overlap with trunk corridor. CDI=0.6377. Fleet=0 (counted under Trunk). 
R0380,SRINAGAR to PAMPORE,MERGED_INTO_TRUNK,FDR-176,JKRTC / City Bus,12.883,Urban,City_Core,0.5311,0.2255,1.25,0.3783,False,MP,35,0,0,0,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,Route R0380 (SRINAGAR to PAMPORE) merged into Trunk FDR-176. Spatial overlap with trunk corridor. CDI=0.3783. Fleet=0 (counted under Trunk). 
R0381,SRINAGAR to HARWAN,RETAINED_AS_FEEDER,FDR-357,,16.558,Urban,City_Core,0.3843,0.1515,0.75,0.2679,False,MP,35,5,0,5,False,,0.0298,2771,28,3,1.5,33,16.5,1070.2,125.9,OSRM,"Route R0381 (SRINAGAR to HARWAN) → Feeder FDR-357. Route_Type=Urban | Zone=City_Core | CDI=0.2679 | Band=MP | Headway=35 min | Fleet=5 (HPV=0 enforced, MPV=5 — 100%% MPV). Distinct catchment: 4.29% of CMP 2024 pop. residents over 16.6 km. "
R0382,SRINAGAR to HARWAN,MERGED_INTO_TRUNK,FDR-357,JKRTC / City Bus,16.558,Urban,City_Core,0.3843,0.1515,1.25,0.2679,False,MP,35,0,0,0,False,,0.0298,2771,28,3,1.5,33,16.5,1070.2,125.9,OSRM,Route R0382 (SRINAGAR to HARWAN) merged into Trunk FDR-357. Spatial overlap with trunk corridor. CDI=0.2679. Fleet=0 (counted under Trunk). 
R0383,SRINAGAR to PAMPORE,MERGED_INTO_TRUNK,FDR-176,JKRTC / City Bus,12.883,Urban,City_Core,0.5311,0.2255,1.25,0.3783,False,MP,35,0,0,0,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,Route R0383 (SRINAGAR to PAMPORE) merged into Trunk FDR-176. Spatial overlap with trunk corridor. CDI=0.3783. Fleet=0 (counted under Trunk). 
R0384,SRINAGAR to KHREW,MERGED_INTO_TRUNK,FDR-290,JKRTC / City Bus,19.597,Urban,City_Core,0.3286,0.1237,1.25,0.2262,False,MP,35,0,0,0,False,,0.1116,2651,38,2,1.0,39,19.5,1389.0,156.8,OSRM,Route R0384 (SRINAGAR to KHREW) merged into Trunk FDR-290. Spatial overlap with trunk corridor. CDI=0.2262. Fleet=0 (counted under Trunk). 
R0385,SRINAGAR to PAMPORE,MERGED_INTO_TRUNK,FDR-176,JKRTC / City Bus,12.883,Urban,City_Core,0.5311,0.2255,1.25,0.3783,False,MP,35,0,0,0,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,Route R0385 (SRINAGAR to PAMPORE) merged into Trunk FDR-176. Spatial overlap with trunk corridor. CDI=0.3783. Fleet=0 (counted under Trunk). 
R0386,SRINAGAR to PAMPORE,MERGED_INTO_TRUNK,FDR-176,JKRTC / City Bus,12.883,Urban,City_Core,0.5311,0.2255,1.25,0.3783,False,MP,35,0,0,0,False,,0.203,2455,47,1,0.5,25,12.5,647.3,80.8,OSRM,Route R0386 (SRINAGAR to PAMPORE) merged into Trunk FDR-176. Spatial overlap with trunk corridor. CDI=0.3783. Fleet=0 (counted under Trunk). 
R0387,SRINAGAR to BYPASS,MERGED_INTO_TRUNK,FDR-108,JKRTC / City Bus,8.341,Urban,City_Core,0.88,0.3953,1.25,0.6377,False,HP,20,0,0,0,False,,0.18,2307,37,3,1.5,16,8.0,941.8,66.7,OSRM+JhelumBridge,Route R0387 (SRINAGAR to BYPASS) merged into Trunk FDR-108. Spatial overlap with trunk corridor. CDI=0.6377. Fleet=0 (counted under Trunk). 
