Route_ID,Route_Name,Action_Taken,New_Route_ID,Displaced_Operator_Class,Route_KM,Route_Type,Congestion_Zone,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,CMP_Trunk,CMP_Route_ID,Overlap_Metric,Population_Served,HV_POI_Count,Sharp_Turns,Junction_Penalty_Min,N_Stops_Estimated,Stop_Penalty_Min,OSRM_Duration_S,Cycle_Time_Min,Geo_Source,Reasoning_String
R0259,PARIMPORA ↔ PANTHACHOWK,MERGED_INTO_TRUNK,FDR-200,Private Minibus,26.746,Peri_Urban,City_Core,0.4886,0.2229,1.25,0.3558,False,MP,35,0,0,0,False,,0.227,3358,70,3,1.5,53,26.5,2193.5,133.7,OSRM+JhelumBridge,Route R0259 (PARIMPORA ↔ PANTHACHOWK) merged into Trunk FDR-200. Spatial overlap with trunk corridor. CDI=0.3558. Fleet=0 (counted under Trunk). 
R0260,HAZRATBAL ↔ LD,MERGED_INTO_TRUNK,FDR-001,Private Minibus,11.457,Urban,City_Core,0.7727,0.4337,1.25,0.6032,False,HP,20,0,0,0,False,,0.2023,2764,56,9,4.5,22,11.0,1420.1,91.7,OSRM+JhelumBridge,Route R0260 (HAZRATBAL ↔ LD) merged into Trunk FDR-001. Spatial overlap with trunk corridor. CDI=0.6032. Fleet=0 (counted under Trunk). 
R0261,HAZRATBAL ↔ LD,MERGED_INTO_TRUNK,FDR-001,Private Minibus,11.457,Urban,City_Core,0.7727,0.4337,1.25,0.6032,False,HP,20,0,0,0,False,,0.2023,2764,56,9,4.5,22,11.0,1420.1,91.7,OSRM+JhelumBridge,Route R0261 (HAZRATBAL ↔ LD) merged into Trunk FDR-001. Spatial overlap with trunk corridor. CDI=0.6032. Fleet=0 (counted under Trunk). 
R0262,PARIMPORA ↔ PATHACHOWK,MERGED_INTO_TRUNK,FDR-200,Private Minibus,26.746,Peri_Urban,City_Core,0.4886,0.2229,1.25,0.3558,False,MP,35,0,0,0,False,,0.227,3358,70,3,1.5,53,26.5,2193.5,133.7,OSRM+JhelumBridge,Route R0262 (PARIMPORA ↔ PATHACHOWK) merged into Trunk FDR-200. Spatial overlap with trunk corridor. CDI=0.3558. Fleet=0 (counted under Trunk). 
R0263,HAZRATBAL ↔ LD,MERGED_INTO_TRUNK,FDR-001,Private Minibus,11.457,Urban,City_Core,0.7727,0.4337,1.25,0.6032,False,HP,20,0,0,0,False,,0.2023,2764,56,9,4.5,22,11.0,1420.1,91.7,OSRM+JhelumBridge,Route R0263 (HAZRATBAL ↔ LD) merged into Trunk FDR-001. Spatial overlap with trunk corridor. CDI=0.6032. Fleet=0 (counted under Trunk). 
R0264,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0264 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0265,HAZRATBAL ↔ LD,MERGED_INTO_TRUNK,FDR-001,Private Minibus,11.457,Urban,City_Core,0.7727,0.4337,1.25,0.6032,False,HP,20,0,0,0,False,,0.2023,2764,56,9,4.5,22,11.0,1420.1,91.7,OSRM+JhelumBridge,Route R0265 (HAZRATBAL ↔ LD) merged into Trunk FDR-001. Spatial overlap with trunk corridor. CDI=0.6032. Fleet=0 (counted under Trunk). 
R0266,LD ↔ PAMPORE,RETAINED_AS_FEEDER,FDR-161,,16.983,Peri_Urban,Peri_Urban,0.5271,0.2615,0.75,0.3943,False,MP,35,4,0,0,False,,0.1766,3382,50,4,2.0,33,16.5,1451.5,84.9,OSRM+JhelumBridge,"Route R0266 (LD ↔ PAMPORE) → Feeder FDR-161. Route_Type=Peri_Urban | Zone=Peri_Urban | CDI=0.3943 | Band=MP | Headway=35 min | Fleet=4 (HPV=0 enforced, MPV=0 — 100%% MPV). Distinct catchment: 5.53% of CMP 2024 pop. residents over 17.0 km. "
R0267,SOURA ↔ RAILWAY STATION,MERGED_INTO_TRUNK,FDR-124,Private Minibus,18.799,Peri_Urban,City_Core,0.6325,0.3589,1.25,0.4957,False,HP,20,0,0,0,False,,0.162,3678,91,8,4.0,37,18.5,1610.0,94.0,OSRM+JhelumBridge,Route R0267 (SOURA ↔ RAILWAY STATION) merged into Trunk FDR-124. Spatial overlap with trunk corridor. CDI=0.4957. Fleet=0 (counted under Trunk). 
R0268,SAIDAKADAL ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-135,Private Minibus,19.614,Peri_Urban,City_Core,0.6111,0.2809,1.25,0.446,False,MP,35,0,0,0,False,,0.2098,3136,60,7,3.5,39,19.5,1901.3,98.1,OSRM+JhelumBridge,Route R0268 (SAIDAKADAL ↔ PARIMPORA) merged into Trunk FDR-135. Spatial overlap with trunk corridor. CDI=0.4460. Fleet=0 (counted under Trunk). 
R0269,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0269 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0270,LALBAZAR ↔ LALCHOWK,MERGED_INTO_TRUNK,FDR-114,Private Minibus,12.808,Urban,City_Core,0.8034,0.4638,1.25,0.6336,False,HP,20,0,0,0,False,,0.227,3083,78,11,5.5,25,12.5,806.6,102.5,OSRM,Route R0270 (LALBAZAR ↔ LALCHOWK) merged into Trunk FDR-114. Spatial overlap with trunk corridor. CDI=0.6336. Fleet=0 (counted under Trunk). 
R0271,HAZRATBAL ↔ LD,MERGED_INTO_TRUNK,FDR-001,Private Minibus,11.457,Urban,City_Core,0.7727,0.4337,1.25,0.6032,False,HP,20,0,0,0,False,,0.2023,2764,56,9,4.5,22,11.0,1420.1,91.7,OSRM+JhelumBridge,Route R0271 (HAZRATBAL ↔ LD) merged into Trunk FDR-001. Spatial overlap with trunk corridor. CDI=0.6032. Fleet=0 (counted under Trunk). 
R0272,PARIMPORA ↔ PANTHACHOWK,MERGED_INTO_TRUNK,FDR-198,LPV / Tempo,26.746,Peri_Urban,City_Core,0.4886,0.2229,1.25,0.3558,False,MP,35,0,0,0,False,,0.227,3358,70,3,1.5,53,26.5,2193.5,133.7,OSRM+JhelumBridge,Route R0272 (PARIMPORA ↔ PANTHACHOWK) merged into Trunk FDR-198. Spatial overlap with trunk corridor. CDI=0.3558. Fleet=0 (counted under Trunk). 
R0273,LD ↔ PAMPORE,MERGED_INTO_TRUNK,FDR-146,Private Minibus,16.983,Peri_Urban,Peri_Urban,0.5271,0.2615,1.25,0.3943,False,MP,35,0,0,0,False,,0.1766,3382,50,4,2.0,33,16.5,1451.5,84.9,OSRM+JhelumBridge,Route R0273 (LD ↔ PAMPORE) merged into Trunk FDR-146. Spatial overlap with trunk corridor. CDI=0.3943. Fleet=0 (counted under Trunk). 
R0274,QAMARWARI ↔ PARIMPORA,RETAINED_AS_FEEDER,FDR-234,,23.816,Peri_Urban,City_Core,0.5267,0.1418,0.75,0.3342,False,MP,35,5,0,5,False,,0.1649,3513,44,15,7.5,47,23.5,1702.1,119.1,OSRM,"Route R0274 (QAMARWARI ↔ PARIMPORA) → Feeder FDR-234. Route_Type=Peri_Urban | Zone=City_Core | CDI=0.3342 | Band=MP | Headway=35 min | Fleet=5 (HPV=0 enforced, MPV=5 — 100%% MPV). Distinct catchment: 7.76% of CMP 2024 pop. residents over 23.8 km. "
R0275,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0275 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0276,LD ↔ PAMPORE,MERGED_INTO_TRUNK,FDR-146,Private Minibus,16.983,Peri_Urban,Peri_Urban,0.5271,0.2615,1.25,0.3943,False,MP,35,0,0,0,False,,0.1766,3382,50,4,2.0,33,16.5,1451.5,84.9,OSRM+JhelumBridge,Route R0276 (LD ↔ PAMPORE) merged into Trunk FDR-146. Spatial overlap with trunk corridor. CDI=0.3943. Fleet=0 (counted under Trunk). 
R0277,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0277 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0278,LD ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-226,Private Minibus,14.476,Urban,City_Core,0.5056,0.1744,1.25,0.34,False,MP,35,0,0,0,False,,0.2105,2313,32,3,1.5,28,14.0,1042.7,115.8,OSRM,Route R0278 (LD ↔ PARIMPORA) merged into Trunk FDR-226. Spatial overlap with trunk corridor. CDI=0.3400. Fleet=0 (counted under Trunk). 
R0279,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,14.802,Urban,City_Core,0.8325,0.4949,1.25,0.6637,False,HP,20,0,0,0,False,,0.2093,3425,101,9,4.5,29,14.5,967.0,118.4,OSRM,Route R0279 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.6637. Fleet=0 (counted under Trunk). 
R0280,LD ↔ PAMPORE,MERGED_INTO_TRUNK,FDR-146,Private Minibus,16.983,Peri_Urban,Peri_Urban,0.5271,0.2615,1.25,0.3943,False,MP,35,0,0,0,False,,0.1766,3382,50,4,2.0,33,16.5,1451.5,84.9,OSRM+JhelumBridge,Route R0280 (LD ↔ PAMPORE) merged into Trunk FDR-146. Spatial overlap with trunk corridor. CDI=0.3943. Fleet=0 (counted under Trunk). 
R0281,SOURA ↔ HAZRATBAL,MERGED_INTO_TRUNK,TRK-040,Private Minibus,8.337,Urban,City_Core,0.751,0.3687,1.25,0.5598,False,HP,20,0,0,0,False,,0.0453,4210,41,6,3.0,16,8.0,1248.4,66.7,OSRM+JhelumBridge,Route R0281 (SOURA ↔ HAZRATBAL) merged into Trunk TRK-040. Spatial overlap with trunk corridor. CDI=0.5598. Fleet=0 (counted under Trunk). 
R0282,SOURA ↔ HAZRATBAL,MERGED_INTO_TRUNK,TRK-040,Private Minibus,8.337,Urban,City_Core,0.751,0.3687,1.25,0.5598,False,HP,20,0,0,0,False,,0.0453,4210,41,6,3.0,16,8.0,1248.4,66.7,OSRM+JhelumBridge,Route R0282 (SOURA ↔ HAZRATBAL) merged into Trunk TRK-040. Spatial overlap with trunk corridor. CDI=0.5598. Fleet=0 (counted under Trunk). 
R0283,SOURA ↔ RAILWAY STATION,MERGED_INTO_TRUNK,FDR-124,Private Minibus,18.799,Peri_Urban,City_Core,0.6325,0.3589,1.25,0.4957,False,HP,20,0,0,0,False,,0.162,3678,91,8,4.0,37,18.5,1610.0,94.0,OSRM+JhelumBridge,Route R0283 (SOURA ↔ RAILWAY STATION) merged into Trunk FDR-124. Spatial overlap with trunk corridor. CDI=0.4957. Fleet=0 (counted under Trunk). 
R0284,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0284 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0285,QAMARWARI ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-234,Private Minibus,25.103,Peri_Urban,City_Core,0.3321,0.1821,1.25,0.2571,False,MP,35,0,0,0,False,,0.2158,2567,48,13,6.5,50,25.0,1756.2,125.5,OSRM,Route R0285 (QAMARWARI ↔ PARIMPORA) merged into Trunk FDR-234. Spatial overlap with trunk corridor. CDI=0.2571. Fleet=0 (counted under Trunk). 
R0286,QAMARWARI ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-234,Private Minibus,25.103,Peri_Urban,City_Core,0.3321,0.1821,1.25,0.2571,False,MP,35,0,0,0,False,,0.2158,2567,48,13,6.5,50,25.0,1756.2,125.5,OSRM,Route R0286 (QAMARWARI ↔ PARIMPORA) merged into Trunk FDR-234. Spatial overlap with trunk corridor. CDI=0.2571. Fleet=0 (counted under Trunk). 
R0287,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,10.458,Urban,City_Core,0.9903,0.5785,1.25,0.7844,False,HP,20,0,0,0,False,,0.2052,2811,82,10,5.0,20,10.0,714.0,83.7,OSRM,Route R0287 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.7844. Fleet=0 (counted under Trunk). 
R0288,HAZRATBAL ↔ LD,MERGED_INTO_TRUNK,FDR-001,Private Minibus,11.457,Urban,City_Core,0.7727,0.4337,1.25,0.6032,False,HP,20,0,0,0,False,,0.2023,2764,56,9,4.5,22,11.0,1420.1,91.7,OSRM+JhelumBridge,Route R0288 (HAZRATBAL ↔ LD) merged into Trunk FDR-001. Spatial overlap with trunk corridor. CDI=0.6032. Fleet=0 (counted under Trunk). 
R0289,QAMARWARI ↔ PARIMPORA,RETAINED_AS_FEEDER,FDR-283,,25.103,Peri_Urban,City_Core,0.3321,0.1821,0.75,0.2571,False,MP,35,5,0,0,False,,0.2158,2567,48,13,6.5,50,25.0,1756.2,125.5,OSRM,"Route R0289 (QAMARWARI ↔ PARIMPORA) → Feeder FDR-283. Route_Type=Peri_Urban | Zone=City_Core | CDI=0.2571 | Band=MP | Headway=35 min | Fleet=5 (HPV=0 enforced, MPV=0 — 100%% MPV). Distinct catchment: 5.88% of CMP 2024 pop. residents over 25.1 km. "
R0290,LD ↔ PAMPORE,MERGED_INTO_TRUNK,FDR-146,Private Minibus,16.983,Peri_Urban,Peri_Urban,0.5271,0.2615,1.25,0.3943,False,MP,35,0,0,0,False,,0.1766,3382,50,4,2.0,33,16.5,1451.5,84.9,OSRM+JhelumBridge,Route R0290 (LD ↔ PAMPORE) merged into Trunk FDR-146. Spatial overlap with trunk corridor. CDI=0.3943. Fleet=0 (counted under Trunk). 
R0291,QAMARWARI ↔ PARIMPORA,MERGED_INTO_TRUNK,FDR-234,Private Minibus,25.103,Peri_Urban,City_Core,0.3321,0.1821,1.25,0.2571,False,MP,35,0,0,0,False,,0.2158,2567,48,13,6.5,50,25.0,1756.2,125.5,OSRM,Route R0291 (QAMARWARI ↔ PARIMPORA) merged into Trunk FDR-234. Spatial overlap with trunk corridor. CDI=0.2571. Fleet=0 (counted under Trunk). 
R0292,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,14.802,Urban,City_Core,0.8325,0.4949,1.25,0.6637,False,HP,20,0,0,0,False,,0.2093,3425,101,9,4.5,29,14.5,967.0,118.4,OSRM,Route R0292 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.6637. Fleet=0 (counted under Trunk). 
R0293,SOURA ↔ HAZRATBAL,MERGED_INTO_TRUNK,TRK-040,Private Minibus,8.337,Urban,City_Core,0.751,0.3687,1.25,0.5598,False,HP,20,0,0,0,False,,0.0453,4210,41,6,3.0,16,8.0,1248.4,66.7,OSRM+JhelumBridge,Route R0293 (SOURA ↔ HAZRATBAL) merged into Trunk TRK-040. Spatial overlap with trunk corridor. CDI=0.5598. Fleet=0 (counted under Trunk). 
R0294,MA ROAD ↔ SAFAKADAL,RETAINED_AS_FEEDER,FDR-120,,11.432,Urban,City_Core,0.7723,0.4864,0.75,0.6294,True,HP,20,6,0,0,False,,0.1784,2672,71,1,0.5,22,11.0,1094.2,91.5,OSRM+JhelumBridge,"Route R0294 (MA ROAD ↔ SAFAKADAL) → Feeder FDR-120. Route_Type=Urban | Zone=City_Core | CDI=0.6294 | Band=HP | Headway=20 min | Fleet=6 (HPV=0 enforced, MPV=0 — 100%% MPV). Distinct catchment: 5.04% of CMP 2024 pop. residents over 11.4 km. 🚩 Social Obligation"
R0295,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,10.458,Urban,City_Core,0.9903,0.5785,1.25,0.7844,False,HP,20,0,0,0,False,,0.2052,2811,82,10,5.0,20,10.0,714.0,83.7,OSRM,Route R0295 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.7844. Fleet=0 (counted under Trunk). 
R0296,PARIMPORA ↔ PANTHACHOWK,MERGED_INTO_TRUNK,FDR-200,Private Minibus,26.746,Peri_Urban,City_Core,0.4886,0.2229,1.25,0.3558,False,MP,35,0,0,0,False,,0.227,3358,70,3,1.5,53,26.5,2193.5,133.7,OSRM+JhelumBridge,Route R0296 (PARIMPORA ↔ PANTHACHOWK) merged into Trunk FDR-200. Spatial overlap with trunk corridor. CDI=0.3558. Fleet=0 (counted under Trunk). 
R0297,RANGPORA ↔ LD,RETAINED_AS_FEEDER,FDR-086,,14.91,Urban,City_Core,0.9403,0.527,0.75,0.7336,False,HP,20,7,0,7,False,,0.179,3823,106,9,4.5,29,14.5,1356.7,119.3,OSRM+JhelumBridge,"Route R0297 (RANGPORA ↔ LD) → Feeder FDR-086. Route_Type=Urban | Zone=City_Core | CDI=0.7336 | Band=HP | Headway=20 min | Fleet=7 (HPV=0 enforced, MPV=7 — 100%% MPV). Distinct catchment: 7.75% of CMP 2024 pop. residents over 14.9 km. "
R0298,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,14.802,Urban,City_Core,0.8325,0.4949,1.25,0.6637,False,HP,20,0,0,0,False,,0.2093,3425,101,9,4.5,29,14.5,967.0,118.4,OSRM,Route R0298 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.6637. Fleet=0 (counted under Trunk). 
R0299,LD ↔ PAMPORE,MERGED_INTO_TRUNK,FDR-146,Private Minibus,16.983,Peri_Urban,Peri_Urban,0.5271,0.2615,1.25,0.3943,False,MP,35,0,0,0,False,,0.1766,3382,50,4,2.0,33,16.5,1451.5,84.9,OSRM+JhelumBridge,Route R0299 (LD ↔ PAMPORE) merged into Trunk FDR-146. Spatial overlap with trunk corridor. CDI=0.3943. Fleet=0 (counted under Trunk). 
R0300,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-332,LPV / Tempo,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0300 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-332. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0301,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-332,LPV / Tempo,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0301 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-332. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0302,CHANAPORA ↔ SOURA,MERGED_INTO_TRUNK,FDR-081,Private Minibus,14.108,Urban,City_Core,1.0,0.5034,1.25,0.7517,False,HP,20,0,0,0,False,,0.1731,4164,101,6,3.0,28,14.0,849.7,105.9,OSRM,Route R0302 (CHANAPORA ↔ SOURA) merged into Trunk FDR-081. Spatial overlap with trunk corridor. CDI=0.7517. Fleet=0 (counted under Trunk). 
R0303,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,10.458,Urban,City_Core,0.9903,0.5785,1.25,0.7844,False,HP,20,0,0,0,False,,0.2052,2811,82,10,5.0,20,10.0,714.0,83.7,OSRM,Route R0303 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.7844. Fleet=0 (counted under Trunk). 
R0304,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,11.459,Urban,City_Core,0.9783,0.5936,1.25,0.7859,False,HP,20,0,0,0,False,,0.2303,3039,93,11,5.5,22,11.0,775.5,91.7,OSRM,Route R0304 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.7859. Fleet=0 (counted under Trunk). 
R0305,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,14.802,Urban,City_Core,0.8325,0.4949,1.25,0.6637,False,HP,20,0,0,0,False,,0.2093,3425,101,9,4.5,29,14.5,967.0,118.4,OSRM,Route R0305 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.6637. Fleet=0 (counted under Trunk). 
R0306,SOURA ↔ LALCHOWK,RETAINED_AS_FEEDER,FDR-060,,9.494,Urban,City_Core,0.9978,0.5892,0.75,0.7935,False,HP,20,5,0,5,False,,0.2149,2997,80,11,5.5,18,9.0,1127.9,76.0,OSRM+JhelumBridge,"Route R0306 (SOURA ↔ LALCHOWK) → Feeder FDR-060. Route_Type=Urban | Zone=City_Core | CDI=0.7935 | Band=HP | Headway=20 min | Fleet=5 (HPV=0 enforced, MPV=5 — 100%% MPV). Distinct catchment: 5.19% of CMP 2024 pop. residents over 9.5 km. "
R0307,HAZRATBAL ↔ LD,MERGED_INTO_TRUNK,FDR-001,Private Minibus,11.457,Urban,City_Core,0.7727,0.4337,1.25,0.6032,False,HP,20,0,0,0,False,,0.2023,2764,56,9,4.5,22,11.0,1420.1,91.7,OSRM+JhelumBridge,Route R0307 (HAZRATBAL ↔ LD) merged into Trunk FDR-001. Spatial overlap with trunk corridor. CDI=0.6032. Fleet=0 (counted under Trunk). 
R0308,SOURA ↔ LALCHOWK,MERGED_INTO_TRUNK,FDR-060,Private Minibus,9.494,Urban,City_Core,0.9978,0.5892,1.25,0.7935,False,HP,20,0,0,0,False,,0.2149,2997,80,11,5.5,18,9.0,1127.9,76.0,OSRM+JhelumBridge,Route R0308 (SOURA ↔ LALCHOWK) merged into Trunk FDR-060. Spatial overlap with trunk corridor. CDI=0.7935. Fleet=0 (counted under Trunk). 
R0309,SOURA ↔ LD,MERGED_INTO_TRUNK,FDR-052,Private Minibus,14.802,Urban,City_Core,0.8325,0.4949,1.25,0.6637,False,HP,20,0,0,0,False,,0.2093,3425,101,9,4.5,29,14.5,967.0,118.4,OSRM,Route R0309 (SOURA ↔ LD) merged into Trunk FDR-052. Spatial overlap with trunk corridor. CDI=0.6637. Fleet=0 (counted under Trunk). 
R0310,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-332,LPV / Tempo,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0310 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-332. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0311,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-332,LPV / Tempo,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0311 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-332. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0312,SOURA ↔ GANDERBAL,MERGED_INTO_TRUNK,FDR-297,Private Minibus,9.86,Urban,City_Core,0.2787,0.1404,1.25,0.2096,False,LP,35,0,0,0,False,,0.028,4175,20,6,3.0,19,9.5,959.3,78.9,OSRM,Route R0312 (SOURA ↔ GANDERBAL) merged into Trunk FDR-297. Spatial overlap with trunk corridor. CDI=0.2096. Fleet=0 (counted under Trunk). 
R0313,SOURA ↔ GANDERBAL,MERGED_INTO_TRUNK,FDR-297,Private Minibus,9.86,Urban,City_Core,0.2787,0.1404,1.25,0.2096,False,LP,35,0,0,0,False,,0.028,4175,20,6,3.0,19,9.5,959.3,78.9,OSRM,Route R0313 (SOURA ↔ GANDERBAL) merged into Trunk FDR-297. Spatial overlap with trunk corridor. CDI=0.2096. Fleet=0 (counted under Trunk). 
R0314,SOURA ↔ HAZRATBAL,MERGED_INTO_TRUNK,TRK-040,Private Minibus,8.337,Urban,City_Core,0.751,0.3687,1.25,0.5598,False,HP,20,0,0,0,False,,0.0453,4210,41,6,3.0,16,8.0,1248.4,66.7,OSRM+JhelumBridge,Route R0314 (SOURA ↔ HAZRATBAL) merged into Trunk TRK-040. Spatial overlap with trunk corridor. CDI=0.5598. Fleet=0 (counted under Trunk). 
R0315,PARIMPORA ↔ BUDGAM,MERGED_INTO_TRUNK,FDR-329,Private Minibus,15.179,Peri_Urban,City_Core,0.0,0.0,1.25,0.0,False,LP,35,0,0,0,False,,0.069,1363,0,3,1.5,30,15.0,1439.3,75.9,OSRM,Route R0315 (PARIMPORA ↔ BUDGAM) merged into Trunk FDR-329. Spatial overlap with trunk corridor. CDI=0.0000. Fleet=0 (counted under Trunk). 
R0316,MALBAGH ↔ LD,MERGED_INTO_TRUNK,FDR-084,LPV / Tempo,13.163,Urban,City_Core,0.9994,0.4686,1.25,0.734,False,HP,20,0,0,0,False,,0.1838,3671,81,6,3.0,26,13.0,1337.8,105.3,OSRM+JhelumBridge,Route R0316 (MALBAGH ↔ LD) merged into Trunk FDR-084. Spatial overlap with trunk corridor. CDI=0.7340. Fleet=0 (counted under Trunk). 
R0317,MA ROAD ↔ PARIMPORA,RETAINED_AS_FEEDER,FDR-225,,22.641,Peri_Urban,City_Core,0.4958,0.2016,0.75,0.3487,False,MP,35,5,0,5,False,,0.1917,2897,57,8,4.0,45,22.5,2060.5,113.2,OSRM+JhelumBridge,"Route R0317 (MA ROAD ↔ PARIMPORA) → Feeder FDR-225. Route_Type=Peri_Urban | Zone=City_Core | CDI=0.3487 | Band=MP | Headway=35 min | Fleet=5 (HPV=0 enforced, MPV=5 — 100%% MPV). Distinct catchment: 7.05% of CMP 2024 pop. residents over 22.6 km. "
R0318,TRC ↔ HAZRATBAL,RETAINED_AS_FEEDER,FDR-044,,8.126,Urban,City_Core,0.7722,0.3585,0.75,0.5654,False,HP,20,5,0,5,False,,0.1429,2356,34,4,2.0,16,8.0,579.9,65.0,OSRM,"Route R0318 (TRC ↔ HAZRATBAL) → Feeder FDR-044. Route_Type=Urban | Zone=City_Core | CDI=0.5654 | Band=HP | Headway=20 min | Fleet=5 (HPV=0 enforced, MPV=5 — 100%% MPV). Distinct catchment: 3.58% of CMP 2024 pop. residents over 8.1 km. "
R0319,TRC ↔ HAZRATBAL,MERGED_INTO_TRUNK,FDR-044,Private Minibus,8.126,Urban,City_Core,0.7722,0.3585,1.25,0.5654,False,HP,20,0,0,0,False,,0.1429,2356,34,4,2.0,16,8.0,579.9,65.0,OSRM,Route R0319 (TRC ↔ HAZRATBAL) merged into Trunk FDR-044. Spatial overlap with trunk corridor. CDI=0.5654. Fleet=0 (counted under Trunk). 
