Route_Code,Route_ID,Route_Name,Action_Taken,New_Route_ID,Displaced_Operator_Class,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,LPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,Population_Served_Raw,Corridor_Competitors,HV_POI_Count,Overlap_Metric,Geo_Source,Tourist_Corridor,Seasonal_Operability,District_HQ_Floor,SSCL_CDI_Conflict,SSCL_CDI_Conflict_Strong,SSCL_CDI_Conflict_Weak_SSCL,Daily_Trips,Daily_KM,Daily_Capacity_Pax,Daily_Demand_Pax,Load_Ratio,Load_Flag,Pax_Journey_Time_Min,Journey_Time_Flag,Daily_Revenue_INR,Daily_Op_Cost_INR,Viability_Ratio,Subsidy_Risk_Flag,Emissions_GCO2_Daily,Equity_Score,Map_File
SRSR10100615-02,R0051,Qamarwari to Dalgate,MERGED_INTO_TRUNK,FDR-108,Private Minibus,8.844,Urban,1139.6,70.8,City_Core,17,8.5,13,6.5,0.885,0.3521,1.25,0.6186,False,HP,20,0,0,0,0,False,,0,77329,248,42,0.1002,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,849.0,0.0,202.0,0.0,Red_NoCapacity,50.9,True,2020.0,55187.0,0.037,True,806573.0,0.099,route_maps_kashmir/FDR-108.html
SRSR10104446-02,R0052,Safakadal to SMHS,RETAINED_AS_FEEDER,FDR-346,,1.579,Urban,163.2,12.6,City_Core,3,1.5,4,2.0,1.0,1.0,0.75,1.0,True,HP,20,2,0,2,0,False,,51299,18965,9,26,0.0127,OSRM,False,Year_Round,False,True,True,False,96.0,151.6,5333.0,901.0,0.169,Amber_Under,21.8,False,9012.0,9853.0,0.915,False,144005.0,1.0,route_maps_kashmir/FDR-346.html
SRBG10026121-01,R0053,Saidakadal to Parimpora,RETAINED_AS_FEEDER,FDR-203,,14.556,Urban,1441.1,116.4,City_Core,29,14.5,11,5.5,0.7935,0.3798,0.75,0.5866,False,HP,20,7,0,7,0,False,,8298,116554,342,63,0.1796,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,1397.4,2021.0,123.0,0.061,Amber_Under,73.7,True,1232.0,90829.0,0.014,True,1327507.0,0.108,route_maps_kashmir/FDR-203.html
SRSR10104446-03,R0054,Safakadal to SMHS,MERGED_INTO_TRUNK,FDR-346,Private Minibus,1.579,Urban,163.2,12.6,City_Core,3,1.5,4,2.0,1.0,1.0,1.25,1.0,True,HP,20,0,0,0,0,False,,0,18965,9,26,0.0127,OSRM,False,Year_Round,False,False,False,False,96.0,151.6,0.0,901.0,0.0,Red_NoCapacity,21.8,False,9012.0,9853.0,0.915,False,144005.0,1.0,route_maps_kashmir/FDR-346.html
SRSR10104446-04,R0055,Safakadal to SMHS,MERGED_INTO_TRUNK,FDR-346,Private Minibus,1.579,Urban,163.2,12.6,City_Core,3,1.5,4,2.0,1.0,1.0,1.25,1.0,True,HP,20,0,0,0,0,False,,0,18965,9,26,0.0127,OSRM,False,Year_Round,False,False,False,False,96.0,151.6,0.0,901.0,0.0,Red_NoCapacity,21.8,False,9012.0,9853.0,0.915,False,144005.0,1.0,route_maps_kashmir/FDR-346.html
SRSR10104446-05,R0056,Safakadal to SMHS,MERGED_INTO_TRUNK,FDR-346,Private Minibus,1.579,Urban,163.2,12.6,City_Core,3,1.5,4,2.0,1.0,1.0,1.25,1.0,True,HP,20,0,0,0,0,False,,0,18965,9,26,0.0127,OSRM,False,Year_Round,False,False,False,False,96.0,151.6,0.0,901.0,0.0,Red_NoCapacity,21.8,False,9012.0,9853.0,0.915,False,144005.0,1.0,route_maps_kashmir/FDR-346.html
SRBG10023421-01,R0057,Lalbazar to Parimpora,RETAINED_AS_FEEDER,FDR-125,,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,0.75,0.5318,False,MP,35,4,0,4,0,False,,10506,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,1328.0,114.0,0.086,Amber_Under,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-125.html
BGSR02102143-04,R0058,Parimpora to Rawalpora,MERGED_INTO_TRUNK,FDR-006,Private Minibus,12.637,Urban,676.8,89.8,City_Core,25,12.5,7,3.5,0.6172,0.14,1.25,0.3786,False,MP,35,0,0,0,0,False,,0,83239,198,30,0.1377,OSRM,False,Year_Round,False,False,False,False,54.9,693.2,0.0,113.0,0.0,Red_NoCapacity,67.9,True,1132.0,45060.0,0.025,True,658568.0,0.133,route_maps_kashmir/FDR-006.html
BGSR02102118-02,R0059,Parimpora to Hazratbal,MERGED_INTO_TRUNK,TRK-043,Private Minibus,16.104,Peri_Urban,1713.6,80.5,City_Core,32,16.0,22,11.0,0.6766,0.2053,1.25,0.441,False,MP,35,0,0,0,0,False,,0,113789,288,53,0.1026,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,883.4,0.0,114.0,0.0,Red_NoCapacity,63.2,True,1143.0,57422.0,0.02,True,839248.0,0.125,route_maps_kashmir/TRK-043.html
SRBG10023421-02,R0060,Lalbazar to Parimpora,MERGED_INTO_TRUNK,FDR-125,Private Minibus,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,1.25,0.5318,False,MP,35,0,0,0,0,False,,0,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,0.0,114.0,0.0,Red_NoCapacity,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-125.html
SRBG10023421-03,R0061,Lalbazar to Parimpora,MERGED_INTO_TRUNK,FDR-125,Private Minibus,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,1.25,0.5318,False,MP,35,0,0,0,0,False,,0,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,0.0,114.0,0.0,Red_NoCapacity,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-125.html
SRBG10023421-04,R0062,Lalbazar to Parimpora,MERGED_INTO_TRUNK,FDR-125,Private Minibus,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,1.25,0.5318,False,MP,35,0,0,0,0,False,,0,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,0.0,114.0,0.0,Red_NoCapacity,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-125.html
BGBG02022106-04,R0063,Parimpora to Chadora,MERGED_INTO_TRUNK,FDR-041,Private Minibus,25.928,Peri_Urban,1186.3,129.6,City_Core,51,25.5,7,3.5,0.1556,0.0148,1.25,0.0852,False,LP,35,0,0,0,0,False,,0,74417,170,12,0.0671,OSRM,False,Year_Round,False,False,False,False,54.9,1422.3,0.0,194.0,0.0,Red_NoCapacity,87.8,True,1936.0,92452.0,0.021,True,1351219.0,0.139,route_maps_kashmir/FDR-041.html
SRBG10023421-05,R0064,Lalbazar to Parimpora,MERGED_INTO_TRUNK,FDR-125,Private Minibus,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,1.25,0.5318,False,MP,35,0,0,0,0,False,,0,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,0.0,114.0,0.0,Red_NoCapacity,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-125.html
SRBG10023421-06,R0065,Lalbazar to Parimpora,MERGED_INTO_TRUNK,FDR-125,Private Minibus,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,1.25,0.5318,False,MP,35,0,0,0,0,False,,0,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,0.0,114.0,0.0,Red_NoCapacity,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-125.html
SRSR10100618,R0066,Qamarwari to Hazratbal,RETAINED_AS_FEEDER,FDR-136,,14.081,Urban,1561.8,112.6,City_Core,28,14.0,15,7.5,0.699,0.2658,0.75,0.4824,False,MP,35,5,0,5,0,False,,10754,102032,231,56,0.0956,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,772.4,1492.0,171.0,0.115,Amber_Under,79.3,True,1713.0,50209.0,0.034,True,733821.0,0.14,route_maps_kashmir/FDR-136.html
SRBG10023421-07,R0067,Lalbazar to Parimpora,RETAINED_AS_FEEDER,FDR-131,,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,0.75,0.5318,False,MP,35,4,0,0,4,False,,10506,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,759.0,114.0,0.151,Amber_Under,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-131.html
SRBG10023421-08,R0068,Lalbazar to Parimpora,MERGED_INTO_TRUNK,FDR-125,Private Minibus,12.646,Urban,1535.3,101.2,City_Core,25,12.5,27,13.5,0.7865,0.2771,1.25,0.5318,False,MP,35,0,0,0,0,False,,0,100546,233,59,0.1398,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.7,0.0,114.0,0.0,Red_NoCapacity,73.6,True,1145.0,45092.0,0.025,True,659037.0,0.137,route_maps_kashmir/FDR-125.html
BGBG02022123-01,R0069,Parimpora to Rangrath,RETAINED_AS_FEEDER,FDR-046,,19.812,Peri_Urban,981.1,99.1,City_Core,39,19.5,8,4.0,0.3498,0.0947,0.75,0.2222,False,LP,35,4,0,4,0,False,,10801,87853,198,35,0.1329,OSRM,False,Year_Round,False,False,False,False,54.9,1086.8,1356.0,99.0,0.073,Amber_Under,72.6,True,991.0,70644.0,0.014,True,1032488.0,0.14,route_maps_kashmir/FDR-046.html
SRGB10056102-01,R0070,Saidakadal to Bypass,RETAINED_AS_FEEDER,FDR-193,,13.28,Urban,1334.6,106.2,City_Core,26,13.0,7,3.5,0.8094,0.4253,0.75,0.6174,False,HP,20,7,0,0,7,False,,8116,108026,324,62,0.1425,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,1274.9,1266.0,152.0,0.12,Amber_Under,68.6,True,1519.0,82867.0,0.018,True,1211136.0,0.105,route_maps_kashmir/FDR-193.html
SRGB10056102-02,R0071,Saidakadal to Bypass,RETAINED_AS_FEEDER,FDR-194,,13.28,Urban,1334.6,106.2,City_Core,26,13.0,7,3.5,0.8094,0.4253,0.75,0.6174,False,HP,20,7,0,7,0,False,,8116,108026,324,62,0.1425,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,1274.9,2215.0,152.0,0.069,Amber_Under,68.6,True,1519.0,82867.0,0.018,True,1211136.0,0.105,route_maps_kashmir/FDR-194.html
BGBG02022123-02,R0072,Parimpora to Rangrath,MERGED_INTO_TRUNK,FDR-046,Private Minibus,19.812,Peri_Urban,981.1,99.1,City_Core,39,19.5,8,4.0,0.3498,0.0947,1.25,0.2222,False,LP,35,0,0,0,0,False,,0,87853,198,35,0.1329,OSRM,False,Year_Round,False,False,False,False,54.9,1086.8,0.0,99.0,0.0,Red_NoCapacity,72.6,True,991.0,70644.0,0.014,True,1032488.0,0.14,route_maps_kashmir/FDR-046.html
BGBG02022123-03,R0073,Parimpora to Rangrath,MERGED_INTO_TRUNK,FDR-046,Private Minibus,19.812,Peri_Urban,981.1,99.1,City_Core,39,19.5,8,4.0,0.3498,0.0947,1.25,0.2222,False,LP,35,0,0,0,0,False,,0,87853,198,35,0.1329,OSRM,False,Year_Round,False,False,False,False,54.9,1086.8,0.0,99.0,0.0,Red_NoCapacity,72.6,True,991.0,70644.0,0.014,True,1032488.0,0.14,route_maps_kashmir/FDR-046.html
SRSR10100840-01,R0074,Batamallo to Pantha Chowk,UPGRADED_TO_TRUNK,SSCL-04,,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,HP,15,7,0,7,0,True,SSCL-04,13603,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,True,False,True,128.0,2231.8,2697.0,317.0,0.118,Amber_Under,56.6,True,3171.0,145068.0,0.022,True,66954.0,0.177,route_maps_kashmir/SSCL-04.html
BGBG02022123-04,R0075,Parimpora to Rangrath,MERGED_INTO_TRUNK,FDR-046,Private Minibus,19.812,Peri_Urban,981.1,99.1,City_Core,39,19.5,8,4.0,0.3498,0.0947,1.25,0.2222,False,LP,35,0,0,0,0,False,,0,87853,198,35,0.1329,OSRM,False,Year_Round,False,False,False,False,54.9,1086.8,0.0,99.0,0.0,Red_NoCapacity,72.6,True,991.0,70644.0,0.014,True,1032488.0,0.14,route_maps_kashmir/FDR-046.html
BGSR02102143-05,R0076,Parimpora to Rawalpora,MERGED_INTO_TRUNK,FDR-006,Private Minibus,12.637,Urban,676.8,89.8,City_Core,25,12.5,7,3.5,0.6172,0.14,1.25,0.3786,False,MP,35,0,0,0,0,False,,0,83239,198,30,0.1377,OSRM,False,Year_Round,False,False,False,False,54.9,693.2,0.0,113.0,0.0,Red_NoCapacity,67.9,True,1132.0,45060.0,0.025,True,658568.0,0.133,route_maps_kashmir/FDR-006.html
SRSR10100840-02,R0077,Batamallo to Pantha Chowk,UPGRADED_TO_TRUNK,SSCL-04,,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,HP,15,7,0,7,0,True,SSCL-04,13603,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,True,False,True,128.0,2231.8,2697.0,317.0,0.118,Amber_Under,56.6,True,3171.0,145068.0,0.022,True,66954.0,0.177,route_maps_kashmir/SSCL-04.html
SRSR10100840-03,R0078,Batamallo to Pantha Chowk,UPGRADED_TO_TRUNK,SSCL-04,,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,HP,15,7,0,7,0,True,SSCL-04,13603,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,True,False,True,128.0,2231.8,2697.0,317.0,0.118,Amber_Under,56.6,True,3171.0,145068.0,0.022,True,66954.0,0.177,route_maps_kashmir/SSCL-04.html
BGBG02022123-05,R0079,Parimpora to Rangrath,MERGED_INTO_TRUNK,FDR-046,Private Minibus,19.812,Peri_Urban,981.1,99.1,City_Core,39,19.5,8,4.0,0.3498,0.0947,1.25,0.2222,False,LP,35,0,0,0,0,False,,0,87853,198,35,0.1329,OSRM,False,Year_Round,False,False,False,False,54.9,1086.8,0.0,99.0,0.0,Red_NoCapacity,72.6,True,991.0,70644.0,0.014,True,1032488.0,0.14,route_maps_kashmir/FDR-046.html
SRSR10100840-04,R0080,Batamallo to Pantha Chowk,UPGRADED_TO_TRUNK,SSCL-04,,13.366,Urban,1297.1,101.8,Peri_Urban,26,13.0,6,3.0,0.5874,0.2875,1.25,0.4374,False,HP,15,9,0,9,0,True,SSCL-04,9978,84840,207,53,0.2085,OSRM+JhelumBridge,False,Year_Round,False,True,False,True,128.0,1710.8,2971.0,170.0,0.057,Amber_Under,63.9,True,1701.0,111205.0,0.015,True,51325.0,0.13,route_maps_kashmir/SSCL-04.html
SRSR10100840-05,R0081,Batamallo to Pantha Chowk,UPGRADED_TO_TRUNK,SSCL-04,,13.366,Urban,1297.1,101.8,Peri_Urban,26,13.0,6,3.0,0.5874,0.2875,1.25,0.4374,False,HP,15,9,0,9,0,True,SSCL-04,9978,84840,207,53,0.2085,OSRM+JhelumBridge,False,Year_Round,False,True,False,True,128.0,1710.8,2971.0,170.0,0.057,Amber_Under,63.9,True,1701.0,111205.0,0.015,True,51325.0,0.13,route_maps_kashmir/SSCL-04.html
SRSR10100840-06,R0082,Batamallo to Pantha Chowk,UPGRADED_TO_TRUNK,SSCL-04,,13.366,Urban,1297.1,101.8,Peri_Urban,26,13.0,6,3.0,0.5874,0.2875,1.25,0.4374,False,HP,15,9,0,9,0,True,SSCL-04,9978,84840,207,53,0.2085,OSRM+JhelumBridge,False,Year_Round,False,True,False,True,128.0,1710.8,2971.0,170.0,0.057,Amber_Under,63.9,True,1701.0,111205.0,0.015,True,51325.0,0.13,route_maps_kashmir/SSCL-04.html
SRBG10023421-09,R0083,Lalbazar to Parimpora,MERGED_INTO_TRUNK,FDR-125,Private Minibus,14.237,Urban,1414.7,113.9,City_Core,28,14.0,17,8.5,0.8459,0.3504,1.25,0.5982,False,HP,20,0,0,0,0,False,,0,120007,274,88,0.1401,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,1366.8,0.0,203.0,0.0,Red_NoCapacity,72.4,True,2029.0,88839.0,0.023,True,1298414.0,0.139,route_maps_kashmir/FDR-125.html
BGSR02102140-02,R0084,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-225,LPV / Tempo,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-225.html
BGSR02102140-03,R0085,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-225,LPV / Tempo,22.227,Peri_Urban,1571.8,111.1,City_Core,44,22.0,4,2.0,0.4693,0.1071,1.25,0.2882,False,MP,35,0,0,0,0,False,,0,119941,267,41,0.1409,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1219.3,0.0,95.0,0.0,Red_NoCapacity,78.6,True,946.0,79255.0,0.012,True,1158344.0,0.142,route_maps_kashmir/FDR-225.html
BGSR02102140-04,R0086,Parimpora to Panthachowk,RETAINED_AS_FEEDER,FDR-227,,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,0.75,0.4248,False,MP,35,5,0,5,0,False,,9921,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,1577.0,56.0,0.035,Amber_Under,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
BGBG02022123-06,R0087,Parimpora to Rangrath,MERGED_INTO_TRUNK,FDR-046,Private Minibus,19.812,Peri_Urban,981.1,99.1,City_Core,39,19.5,8,4.0,0.3498,0.0947,1.25,0.2222,False,LP,35,0,0,0,0,False,,0,87853,198,35,0.1329,OSRM,False,Year_Round,False,False,False,False,54.9,1086.8,0.0,99.0,0.0,Red_NoCapacity,72.6,True,991.0,70644.0,0.014,True,1032488.0,0.14,route_maps_kashmir/FDR-046.html
BGBG02022104-05,R0088,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,29.512,Peri_Urban,1978.5,147.6,City_Core,59,29.5,11,5.5,0.0424,0.005,1.25,0.0237,False,LP,35,0,0,0,0,False,,0,57800,166,9,0.1064,OSRM,False,Year_Round,False,False,False,False,54.9,1618.9,0.0,97.0,0.0,Red_NoCapacity,96.8,True,971.0,105231.0,0.009,True,1537997.0,0.11,route_maps_kashmir/FDR-320.html
SRSR10100615-03,R0089,Qamarwari to Dalgate,MERGED_INTO_TRUNK,FDR-108,Private Minibus,8.844,Urban,1139.6,70.8,City_Core,17,8.5,13,6.5,0.885,0.3521,1.25,0.6186,False,HP,20,0,0,0,0,False,,0,77329,248,42,0.1002,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,849.0,0.0,202.0,0.0,Red_NoCapacity,50.9,True,2020.0,55187.0,0.037,True,806573.0,0.099,route_maps_kashmir/FDR-108.html
BGBG02022104-06,R0090,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,29.512,Peri_Urban,1978.5,147.6,City_Core,59,29.5,11,5.5,0.0424,0.005,1.25,0.0237,False,LP,35,0,0,0,0,False,,0,57800,166,9,0.1064,OSRM,False,Year_Round,False,False,False,False,54.9,1618.9,0.0,97.0,0.0,Red_NoCapacity,96.8,True,971.0,105231.0,0.009,True,1537997.0,0.11,route_maps_kashmir/FDR-320.html
BGSR02102140-05,R0091,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,23.396,Peri_Urban,1727.4,117.0,City_Core,46,23.0,10,5.0,0.4391,0.1007,1.25,0.2699,False,LP,35,0,0,0,0,False,,0,120559,267,41,0.1402,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1283.4,0.0,96.0,0.0,Red_NoCapacity,81.5,True,956.0,83423.0,0.011,True,1219266.0,0.143,route_maps_kashmir/FDR-227.html
SRSR10100615-04,R0092,Qamarwari to Dalgate,MERGED_INTO_TRUNK,FDR-108,Private Minibus,9.093,Urban,1103.6,72.7,City_Core,18,9.0,9,4.5,0.793,0.413,1.25,0.603,False,HP,20,0,0,0,0,False,,0,72767,242,40,0.1782,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,872.9,0.0,110.0,0.0,Red_NoCapacity,51.8,True,1095.0,56740.0,0.019,True,829282.0,0.095,route_maps_kashmir/FDR-108.html
SRSR10100840-07,R0093,Batamallo to Panthachok,RETAINED_AS_FEEDER,FDR-021,,17.988,Peri_Urban,1642.6,89.9,Peri_Urban,35,17.5,11,5.5,0.4752,0.0929,0.75,0.2841,False,LP,35,4,0,4,0,False,,14362,97927,166,29,0.116,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,986.8,1495.0,151.0,0.101,Amber_Under,68.0,True,1509.0,64140.0,0.024,True,937432.0,0.187,route_maps_kashmir/FDR-021.html
SRSR10103460-03,R0094,Lalbazar to LD,MERGED_INTO_TRUNK,FDR-078,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.4872,1.25,0.7436,True,HP,20,0,0,0,0,False,,0,90006,234,62,0.1482,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,168.0,0.0,Red_NoCapacity,52.8,True,1684.0,58082.0,0.029,False,848890.0,0.183,route_maps_kashmir/FDR-078.html
SRSR10103460-04,R0095,Lalbazar to LD,MERGED_INTO_TRUNK,FDR-078,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.4872,1.25,0.7436,True,HP,20,0,0,0,0,False,,0,90006,234,62,0.1482,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,168.0,0.0,Red_NoCapacity,52.8,True,1684.0,58082.0,0.029,False,848890.0,0.183,route_maps_kashmir/FDR-078.html
SRSR10103460-05,R0096,Lalbazar to LD,MERGED_INTO_TRUNK,FDR-078,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.4872,1.25,0.7436,True,HP,20,0,0,0,0,False,,0,90006,234,62,0.1482,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,168.0,0.0,Red_NoCapacity,52.8,True,1684.0,58082.0,0.029,False,848890.0,0.183,route_maps_kashmir/FDR-078.html
SRSR10105965,R0097,JVC to Batwara,RETAINED_AS_FEEDER,FDR-221,,14.66,Urban,1369.1,117.3,City_Core,29,14.5,9,4.5,0.6443,0.2877,0.75,0.466,False,MP,35,5,0,5,0,False,,8801,99772,276,56,0.1592,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,804.2,1432.0,84.0,0.059,Amber_Under,81.6,True,842.0,52273.0,0.016,True,763995.0,0.114,route_maps_kashmir/FDR-221.html
SRSR10100615-05,R0098,Qamarwari to Dalgate,MERGED_INTO_TRUNK,FDR-108,Private Minibus,10.254,Urban,1176.8,82.0,City_Core,20,10.0,13,6.5,0.6711,0.3657,1.25,0.5184,False,MP,35,0,0,0,0,False,,0,71998,242,40,0.1776,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,562.5,0.0,62.0,0.0,Red_NoCapacity,64.0,True,621.0,36563.0,0.017,True,534380.0,0.094,route_maps_kashmir/FDR-108.html
SRSR10100840-08,R0099,Batamallo to Panthachowk,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,136.0,0.0,Red_NoCapacity,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
SRSR10100840-09,R0100,Batamallo to Panthachowk,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,136.0,0.0,Red_NoCapacity,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
SRSR10100840-10,R0101,Batamallo to Panthachowk,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,136.0,0.0,Red_NoCapacity,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
BGBG02022106-05,R0102,Parimpora to Chadora,MERGED_INTO_TRUNK,FDR-041,Private Minibus,32.777,Peri_Urban,1526.8,163.9,City_Core,65,32.5,11,5.5,0.0826,0.0075,1.25,0.0451,False,LP,35,0,0,0,0,False,,0,74808,170,12,0.0669,OSRM,False,Year_Round,False,False,False,False,54.9,1798.1,0.0,195.0,0.0,Red_NoCapacity,105.0,True,1952.0,116873.0,0.017,True,1708150.0,0.139,route_maps_kashmir/FDR-041.html
BGBG02022123-07,R0103,Parimpora to Rangrath,MERGED_INTO_TRUNK,FDR-046,Private Minibus,19.812,Peri_Urban,981.1,99.1,City_Core,39,19.5,8,4.0,0.3498,0.0947,1.25,0.2222,False,LP,35,0,0,0,0,False,,0,87853,198,35,0.1329,OSRM,False,Year_Round,False,False,False,False,54.9,1086.8,0.0,99.0,0.0,Red_NoCapacity,72.6,True,991.0,70644.0,0.014,True,1032488.0,0.14,route_maps_kashmir/FDR-046.html
SRSR10106040-01,R0104,LD to Panthachowk,RETAINED_AS_FEEDER,FDR-257,,13.344,Urban,1300.1,106.8,City_Core,26,13.0,7,3.5,0.5316,0.2403,0.75,0.386,True,MP,35,5,0,5,0,False,,7071,78707,271,41,0.209,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,732.0,1573.0,52.0,0.033,Amber_Under,76.4,True,515.0,47581.0,0.011,False,695413.0,0.138,route_maps_kashmir/FDR-257.html
